"region","RefSeq_ID","protein_ID","ncbi_func","gene_interval","start_pos","end_pos","no_vars","min_ps","max_ps","no_effects","ave_score","assocs","lines","exps","host"
"pSymB","NP_436718.1","ASP61759.1","branched-chain amino acid ABC transporter substrate-binding protein","gene-CDO30_RS26375",263112,264299,1,263258,263258,1,-0.3782992,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_436721.1","ASP61762.1","ABC transporter substrate-binding protein","gene-CDO30_RS26390",265813,266784,1,265837,265837,1,0.1794826,"nod.weight-A17","A17","4","A17 only"
"pSymB","NP_436723.1","ASP61764.1","ABC transporter ATP-binding protein","gene-CDO30_RS26400",267535,268158,1,267813,267813,1,0.2191569,"nod.weight-A17","A17","4","A17 only"
"pSymB","NP_436724.1","ASP61765.1","ABC transporter ATP-binding protein","gene-CDO30_RS26405",268155,268883,2,268382,268751,3,0.00509643333333333,"nod-A17, nod.weight-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymB","NP_436725.1","ASP61766.1","multidrug ABC transporter permease","gene-CDO30_RS26410",268880,269671,1,269287,269287,1,-0.3624041,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_436729.1","ASP61770.1","CbbX protein","gene-CDO30_RS26430",271926,272861,1,272800,272800,1,-0.1888247,"nod-DZA","DZA","3","DZA only"
"pSymB","NP_436730.1","ASP61771.1","ribulose bisphosphate carboxylase small subunit","gene-CDO30_RS26435",272873,273262,1,272897,272897,1,-0.1845151,"nod-DZA","DZA","3","DZA only"
"pSymB","NP_436731.1","ASP61772.1","ribulose bisphosphate carboxylase large chain","gene-CDO30_RS26440",273304,274764,1,274195,274195,1,-0.2015424,"nod-DZA","DZA","3","DZA only"
"pSymB","NP_436732.1","ASP61773.1","fructose-bisphosphate aldolase","gene-CDO30_RS26445",274797,275876,1,275196,275196,1,0.2694101,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_436733.1","ASP61774.1","transketolase","gene-CDO30_RS26450",275879,277963,2,276310,277298,2,-0.24796955,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_436735.1","ASP61776.1","fructose 1%2C6-bisphosphatase","gene-CDO30_RS26460",278854,279903,1,279796,279796,1,0.2300018,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_436738.1","ASP61779.1","pyrroloquinoline quinone biosynthesis protein B","gene-CDO30_RS26475",281366,282277,1,282006,282006,3,-0.105571366666667,"nod.weight-DZA, nod-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymB","NP_436741.1","ASP61782.1","coenzyme PQQ synthesis protein E","gene-CDO30_RS26490",283334,284461,2,283991,284001,2,0.0301037,"nod-DZA, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymB","NP_436742.1","ASP61783.1","4-oxalocrotonate tautomerase","gene-CDO30_RS26495",284530,284769,1,284549,284549,1,-0.243076,"nod-DZA","DZA","3","DZA only"
"pSymB","NP_436744.1","ASP61785.1","transcriptional regulator","gene-CDO30_RS26505",285679,286611,3,285721,286450,3,-0.0878911,"nod-DZA, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymB","NP_436747.1","ASP61788.1","NAD(P)-dependent oxidoreductase","gene-CDO30_RS26520",289664,290467,1,289822,289822,1,-0.3407882,"nod-DZA","DZA","3","DZA only"
"pSymB","NP_436749.1","ASP61790.1","alpha/beta hydrolase","gene-CDO30_RS26530",291651,292697,1,292684,292684,1,0.2078172,"nod.weight-A17","A17","4","A17 only"
"pSymB","NP_436750.1","ASP61791.1","glyoxalase","gene-CDO30_RS26535",292915,293580,1,293160,293160,1,0.1831408,"nod-DZA","DZA","3","DZA only"
"pSymB","NP_436751.1","ASP61792.1","two-component sensor histidine kinase","gene-CDO30_RS26540",293751,295115,1,294158,294158,1,0.415265,"nod.weight-A17","A17","4","A17 only"
"pSymB","NP_436753.1","ASP61795.1","epoxide hydrolase","gene-CDO30_RS26555",296243,297277,1,296774,296774,1,0.3366527,"nod.weight-A17","A17","4","A17 only"
"pSymB","NP_436759.1","ASP61802.1","phage holin family protein","gene-CDO30_RS26590",300947,301366,2,301159,301210,2,0.29359025,"fit-A17","A17","6O","A17 only"
"pSymB","NP_436760.1","ASP61803.1","nutrient deprivation-induced protein","gene-CDO30_RS26595",301363,302337,2,301710,302304,2,0.2380409,"nod.weight-A17","A17","4","A17 only"
"pSymB","NP_436763.1","ASP61806.1","sugar ABC transporter permease","gene-CDO30_RS26610",305047,305991,1,305404,305404,1,0.1999386,"nod.weight-A17","A17","4","A17 only"
"pSymB","NP_436766.1","ASP61809.1","ABC transporter ATP-binding protein","gene-CDO30_RS26625",308058,309149,1,308993,308993,2,-0.1941389,"nod-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymB","NP_436767.1","ASP61810.1","hypothetical protein","gene-CDO30_RS26630",309269,309613,2,309277,309328,5,-0.15740472,"nod-DZA, shoot-A17, nod.weight-A17, fit-DZA, fit-A17","DZA, A17","3, 4, 5O, 6O","Both"
"pSymB","NP_436768.1","ASP61812.1","TIGR04290 family methyltransferase","gene-CDO30_RS26640",309941,310735,1,310325,310325,1,-0.2415594,"nod.weight-A17","A17","4","A17 only"
"pSymB","NP_436771.1","ASP61815.1","hypothetical protein","gene-CDO30_RS26655",312913,313998,1,313576,313576,1,-0.2915141,"nod.weight-A17","A17","4","A17 only"
"pSymB","NP_436772.1","ASP61816.1","glycosyltransferase","gene-CDO30_RS26660",313995,315125,1,314055,314055,1,0.310982,"nod.weight-A17","A17","4","A17 only"
"pSymB","NP_436773.1","ASP61817.1","glycosyl transferase","gene-CDO30_RS26665",315130,316281,5,315340,316281,6,0.05659025,"nod-DZA, nod.weight-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymB","NP_436774.1","ASP61818.1","CDP-paratose 2-epimerase","gene-CDO30_RS26670",316278,317399,3,316287,316800,4,0.162805125,"shoot-A17, nod.weight-A17","A17","4","A17 only"
"pSymB","NP_436775.1","ASP61819.1","UDP-glucose 4-epimerase","gene-CDO30_RS26675",317396,318502,5,317474,318125,5,0.17866802,"shoot-DZA, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymB","NP_436776.1","ASP61820.1","L-iditol 2-dehydrogenase","gene-CDO30_RS26680",318836,319828,1,319244,319244,1,0.3996842,"nod.weight-A17","A17","4","A17 only"
"pSymB","NP_436778.1","ASP61822.1","hypothetical protein","gene-CDO30_RS26690",320876,322624,3,320984,322111,3,-0.0964912,"nod-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymB","NP_436779.1","ASP61823.1","inositol-3-phosphate synthase","gene-CDO30_RS26695",322776,323879,1,323270,323270,2,0.29331685,"fit-DZA, fit-A17","DZA, A17","5O, 6O","Both"
"pSymB","NP_436780.1","ASP61824.1","histidine phosphatase family protein","gene-CDO30_RS26700",323876,324475,1,323956,323956,1,0.2574873,"fit-A17","A17","6O","A17 only"
"pSymB","NP_436781.1","ASP61825.1","beta-xylosidase","gene-CDO30_RS26705",324547,325509,1,324669,324669,1,0.3783637,"nod.weight-A17","A17","4","A17 only"
"pSymB","NP_436785.1","ASP61828.1","DUF1003 domain-containing protein","gene-CDO30_RS26725",328297,328848,1,328435,328435,1,-0.3245541,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_436787.1","ASP61830.1","adenylate/guanylate cyclase domain-containing protein","gene-CDO30_RS26735",329612,330670,2,330415,330628,2,0.27717945,"shoot-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymB","NP_436788.1","ASP61831.1","GntR family transcriptional regulator","gene-CDO30_RS26740",330775,331485,1,330915,330915,1,0.3654178,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_436789.1","ASP61832.1","dihydrodipicolinate synthase family protein","gene-CDO30_RS26745",331606,332568,2,331935,332253,3,0.113037166666667,"nod-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymB","NP_436791.1","ASP61834.1","malate dehydrogenase","gene-CDO30_RS26755",333072,334109,3,333241,333531,4,0.140962375,"nod-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymB","NP_436797.1","ASP61840.1","amino acid dehydrogenase","gene-CDO30_RS26785",338976,340217,1,340173,340173,2,-0.09182675,"nod-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymB","NP_436798.1","ASP61841.1","hydroxyproline-2-epimerase","gene-CDO30_RS26790",340232,341233,3,340504,340987,6,0.208166983333333,"nod-DZA, fit-DZA, fit-A17","DZA, A17","3, 5O, 6O","Both"
"pSymB","NP_436799.1","ASP61842.1","hypothetical protein","gene-CDO30_RS26795",341230,342921,4,341666,342546,7,-0.116047357142857,"chloro1-DZA, nod-DZA, shoot-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymB","NP_436800.1","ASP61843.1","trans-3-hydroxy-L-proline dehydratase","gene-CDO30_RS26800",342972,344000,1,343079,343079,1,-0.2605617,"shoot-A17","A17","4","A17 only"
"pSymB","NP_436801.1","ASP61844.1","osmotically inducible protein C","gene-CDO30_RS26805",344084,344515,1,344095,344095,1,-0.1825291,"shoot-A17","A17","4","A17 only"
"pSymB","NP_436802.1","ASP61845.1","MFS transporter","gene-CDO30_RS26810",344916,346124,4,345070,345872,5,0.20814806,"nod-DZA, nod.weight-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymB","NP_436803.1","ASP61846.1","hypothetical protein","gene-CDO30_RS26815",346197,346382,1,346224,346224,1,0.2362071,"fit-A17","A17","6O","A17 only"
"pSymB","NP_436805.1","ASP61849.1","3-keto-5-aminohexanoate cleavage enzyme","gene-CDO30_RS26830",347001,347861,2,347073,347394,2,0.07775575,"shoot-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymB","NP_436806.1","ASP61850.1","MurR/RpiR family transcriptional regulator","gene-CDO30_RS26835",347953,348843,2,348298,348732,3,0.319954033333333,"fit-DZA, fit-A17","DZA, A17","5O, 6O","Both"
"pSymB","NP_436807.1","ASP61851.1","aspartate aminotransferase family protein","gene-CDO30_RS26840",348840,350183,4,349182,349716,5,0.23351348,"nod-DZA, nod-A17, fit-DZA, fit-A17","DZA, A17","3, 4, 5O, 6O","Both"
"pSymB","NP_436811.1","ASP61855.1","polyamine ABC transporter ATP-binding protein","gene-CDO30_RS26860",353155,354225,1,353309,353309,1,0.4967824,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_436815.1","ASP61859.1","LysR family transcriptional regulator","gene-CDO30_RS26880",357279,358256,1,357912,357912,1,-0.532818,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_436816.1","ASP61860.1","NAD/NADP octopine/nopaline dehydrogenase","gene-CDO30_RS26885",358459,359538,2,359295,359319,2,-0.0577045,"fit-A17","A17","6O","A17 only"
"pSymB","NP_436818.1","ASP61862.1","S-adenosylhomocysteine deaminase","gene-CDO30_RS26895",360261,361661,9,360768,361655,12,0.12615155,"shoot-A17, fit-DZA, fit-A17","A17, DZA","4, 5O, 6O","Both"
"pSymB","NP_436819.1","ASP61863.1","permease","gene-CDO30_RS26900",361771,363120,4,362263,362758,5,0.35483782,"fit-DZA, fit-A17","DZA, A17","5O, 6O","Both"
"pSymB","NP_436820.1","ASP61864.1","LacI family transcriptional regulator","gene-CDO30_RS26905",363272,364267,3,363544,364081,4,0.276535075,"fit-DZA, fit-A17","DZA, A17","5O, 6O","Both"
"pSymB","NP_436822.1","ASP61866.1","C4-dicarboxylate ABC transporter substrate-binding protein","gene-CDO30_RS26915",366946,367929,1,366997,366997,1,-0.2081668,"fit-A17","A17","6O","A17 only"
"pSymB","NP_436824.1","ASP61868.1","GntR family transcriptional regulator","gene-CDO30_RS26925",368732,369433,3,369073,369190,3,-0.356995566666667,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_436825.1","ASP61869.1","ABC transporter substrate-binding protein","gene-CDO30_RS26930",369462,370433,3,369551,370124,4,-0.0136983,"fit-DZA, fit-A17","DZA, A17","5O, 6O","Both"
"pSymB","NP_436827.1","ASP61871.1","TRAP transporter large permease","gene-CDO30_RS26940",371008,372288,5,371511,372261,6,0.0216082333333333,"chloro1-A17, fit-DZA, fit-A17","A17, DZA","4, 5O, 6O","Both"
"pSymB","NP_436828.1","ASP61872.1","dihydrodipicolinate synthase family protein","gene-CDO30_RS26945",372285,373220,2,372339,372644,2,-0.0176076,"chloro1-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymB","NP_436830.1","ASP61874.1","adenylate/guanylate cyclase domain-containing protein","gene-CDO30_RS26955",374470,376383,1,375351,375351,1,-0.3749463,"fit-A17","A17","6O","A17 only"
"pSymB","NP_436831.1","ASP63029.1","hypothetical protein","gene-CDO30_RS26960",376380,377510,1,377061,377061,1,-0.2037481,"nod.weight-A17","A17","4","A17 only"
"pSymB","NP_436838.1","ASP61879.1","dihydroxyacetone kinase subunit DhaK","gene-CDO30_RS26985",380065,382152,1,380905,380905,2,0.28358345,"shoot-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_436841.2","ASP63030.1","ABC transporter permease","gene-CDO30_RS27000",384301,385287,2,384375,384925,2,0.1980447,"chloro1-A17, nod-A17","A17","4","A17 only"
"pSymB","NP_436846.1","ASP61886.1","C4-dicarboxylate ABC transporter permease","gene-CDO30_RS27030",390478,391473,1,390835,390835,1,0.210574,"chloro1-A17","A17","4","A17 only"
"pSymB","NP_436847.1","ASP61887.1","TRAP transporter large permease","gene-CDO30_RS27035",391502,392767,1,392066,392066,1,-0.2718502,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_436849.1","ASP61889.1","GntR family transcriptional regulator","gene-CDO30_RS27045",393460,394119,1,393537,393537,1,0.2155732,"shoot-DZA","DZA","3","DZA only"
"pSymB","NP_436851.1","ASP61891.1","ABC transporter substrate-binding protein","gene-CDO30_RS27055",395636,396907,4,395692,396409,4,0.192774925,"nod-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymB","NP_436852.1","ASP61892.1","sugar ABC transporter permease","gene-CDO30_RS27060",396995,397981,2,397117,397897,3,0.253444466666667,"shoot-DZA, fit-DZA, fit-A17","DZA, A17","3, 5O, 6O","Both"
"pSymB","NP_436855.1","ASP61895.1","trehalose utilization protein ThuA","gene-CDO30_RS27075",400015,400827,2,400294,400653,2,-0.20960515,"shoot-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymB","NP_436856.1","ASP61896.1","gfo/Idh/MocA family oxidoreductase","gene-CDO30_RS27080",400824,401921,2,400955,401399,4,-0.004432175,"nod-A17, nod.weight-A17","A17","4","A17 only"
"pSymB","NP_436858.1",NA,"sulfatase","gene-CDO30_RS34155-gene-CDO30_RS27100",403182,404122,1,403974,403974,1,0.1621359,"shoot-DZA","DZA","3","DZA only"
"pSymB","NP_436859.2","ASP61899.1","transporter","gene-CDO30_RS27100",404266,406386,4,404883,406282,5,0.09737112,"shoot-DZA, nod.weight-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_436861.2","ASP61901.1","alpha/beta hydrolase","gene-CDO30_RS27125",408134,409414,1,408847,408847,1,0.2407048,"fit-A17","A17","6O","A17 only"
"pSymB","NP_436862.1","ASP61902.1","hypothetical protein","gene-CDO30_RS27130",409464,410255,1,409902,409902,1,0.2075763,"shoot-DZA","DZA","3","DZA only"
"pSymB","NP_436863.1","ASP61903.1","TetR/AcrR family transcriptional regulator","gene-CDO30_RS27135",410313,410924,1,410526,410526,1,0.3354091,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_436864.1","ASP61904.1","MFS transporter","gene-CDO30_RS27140",411022,412245,1,411126,411126,1,0.1717116,"shoot-DZA","DZA","3","DZA only"
"pSymB","NP_436868.1","ASP61909.1","twin-arginine translocation pathway signal protein","gene-CDO30_RS27165",413842,416055,2,414727,414907,2,0.1780178,"shoot-DZA, chloro1-A17","DZA, A17","3, 4","Both"
"pSymB","NP_436870.1","ASP61911.1","AraC family transcriptional regulator","gene-CDO30_RS27175",416792,417748,1,416807,416807,1,0.2259646,"shoot-DZA","DZA","3","DZA only"
"pSymB","NP_436871.1","ASP61912.1","AcrB/AcrD/AcrF family protein","gene-CDO30_RS27180",417885,421034,1,420426,420426,1,-0.3376987,"chloro1-A17","A17","4","A17 only"
"pSymB","NP_436872.1","ASP61913.1","efflux RND transporter periplasmic adaptor subunit","gene-CDO30_RS27185",421063,422217,3,422080,422199,4,0.029654425,"shoot-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymB","NP_436875.1","ASP61916.1","D-ribose ABC transporter substrate-binding protein","gene-CDO30_RS27200",424001,424942,1,424630,424630,1,0.179944,"shoot-DZA","DZA","3","DZA only"
"pSymB","NP_436876.1","ASP61918.1","DUF2291 domain-containing protein","gene-CDO30_RS27210",425108,425752,2,425239,425341,3,-0.0578272,"shoot-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymB","NP_436879.1","ASP63034.1","gfo/Idh/MocA family oxidoreductase","gene-CDO30_RS27225",428369,429403,2,428716,429155,2,-0.22304485,"nod-A17, nod.weight-A17","A17","4","A17 only"
"pSymB","NP_436880.1","ASP61921.1","hypothetical protein","gene-CDO30_RS27230",429400,431319,2,430818,431224,5,0.09735718,"nod.weight-DZA, chloro1-A17, nod-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymB","NP_436881.1","ASP61922.1","DUF3365 domain-containing protein","gene-CDO30_RS27235",431442,432200,1,431978,431978,2,-0.00305245000000001,"nod.weight-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_436882.1","ASP61923.1","hybrid sensor histidine kinase/response regulator","gene-CDO30_RS27240",432197,434950,2,433832,434195,2,-0.01860795,"fit-DZA, fit-A17","DZA, A17","5O, 6O","Both"
"pSymB","NP_436885.1","ASP63035.1","hypothetical protein","gene-CDO30_RS27255",437028,438323,2,437156,437621,3,0.1225304,"shoot-DZA, chloro1-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymB","NP_436887.1","ASP61926.1","ion transporter","gene-CDO30_RS27265",439181,439978,3,439202,439878,4,-0.055525875,"nod.weight-DZA, chloro1-A17, fit-A17","DZA, A17","3, 4, 6O","Both"
"pSymB","NP_436888.1","ASP61927.1","inositol monophosphatase","gene-CDO30_RS27270",440069,440869,1,440147,440147,1,0.3927028,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_436890.2","ASP61929.1","iron ABC transporter permease","gene-CDO30_RS27280",441958,444186,2,442883,444088,2,0.01032405,"nod.weight-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_436900.1","ASP61938.1","TRAP transporter substrate-binding protein DctP","gene-CDO30_RS27330",453192,454184,1,454124,454124,1,-0.3776613,"nod.weight-DZA","DZA","3","DZA only"
"pSymB","NP_436903.1","ASP61941.1","RidA family protein","gene-CDO30_RS27345",455603,455986,1,455975,455975,1,0.2075994,"nod-A17","A17","4","A17 only"
"pSymB","NP_436905.1","ASP61943.1","aspartate aminotransferase family protein","gene-CDO30_RS27355",457493,458878,2,458239,458566,4,0.30554095,"nod-A17, fit-A17","A17","4, 6O","A17 only"
"pSymB","NP_436907.1","ASP61945.1","ABC transporter permease","gene-CDO30_RS27365",459974,460804,2,460670,460715,2,0.24175935,"fit-A17","A17","6O","A17 only"
"pSymB","NP_436917.1","ASP61956.1","Curdlan synthase","gene-CDO30_RS27420",471188,473182,1,471439,471439,1,0.19606,"shoot-DZA","DZA","3","DZA only"
"pSymB","NP_436919.1","ASP61958.1","ribulose 1%2C5-bisphosphate carboxylase","gene-CDO30_RS27430",474070,475326,1,474150,474150,1,-0.3034249,"shoot-DZA","DZA","3","DZA only"
"pSymB","NP_436920.1","ASP61959.1","Hrp-dependent type III effector protein","gene-CDO30_RS27435",475350,476678,1,476514,476514,1,0.1847525,"shoot-DZA","DZA","3","DZA only"
"pSymB","NP_436921.1","ASP63038.1","dehydrogenase","gene-CDO30_RS27440",476718,478967,2,477772,477870,2,0.24958765,"shoot-DZA, fit-A17","DZA, A17","3, 6O","Both"
"pSymB","NP_436924.1","ASP63039.1","hydrolase","gene-CDO30_RS27455",480724,481218,1,481002,481002,1,0.2514764,"fit-A17","A17","6O","A17 only"
"pSymB","NP_436930.1","ASP61967.1","aldehyde dehydrogenase","gene-CDO30_RS27485",484397,486637,1,486097,486097,1,0.1697199,"shoot-A17","A17","4","A17 only"
"pSymB","NP_436941.1","ASP61975.1","oxidoreductase","gene-CDO30_RS27535",495553,496842,1,496339,496339,1,0.2206444,"fit-A17","A17","6O","A17 only"
"pSymB","NP_436942.1","ASP61976.1","sn-glycerol-3-phosphate-binding periplasmic protein UgpB","gene-CDO30_RS27545",497211,498503,1,498320,498320,1,-0.3232684,"fit-A17","A17","6O","A17 only"
"pSymB","NP_436944.1","ASP61978.1","sn-glycerol 3-phosphate ABC transporter permease","gene-CDO30_RS27555",499511,500359,1,500203,500203,1,0.2475515,"fit-A17","A17","6O","A17 only"
"pSymB","NP_436949.1","ASP61983.1","aspartate aminotransferase family protein","gene-CDO30_RS27580",504672,506048,1,505098,505098,1,0.2071097,"fit-A17","A17","6O","A17 only"
"pSymB","NP_436950.1","ASP61984.1","NAD-dependent succinate-semialdehyde dehydrogenase","gene-CDO30_RS27585",506168,507664,3,506189,507302,6,0.0906721333333333,"nod-DZA, shoot-A17, nod-A17, fit-DZA, fit-A17","DZA, A17","3, 4, 5O, 6O","Both"
"pSymB","NP_436955.1","ASP61988.1","ectoine/hydroxyectoine ABC transporter permease subunit EhuC","gene-CDO30_RS27610",511781,512440,1,512329,512329,1,-0.1521329,"nod-DZA","DZA","3","DZA only"
"pSymB","NP_436957.1","ASP61990.1","ectoine utilization protein EutA","gene-CDO30_RS27620",513105,513890,3,513668,513872,5,-0.16299588,"nod.weight-DZA, chloro1-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymB","NP_436958.1","ASP61991.1","hydroxyectoine utilization dehydratase EutB","gene-CDO30_RS27625",513887,514891,2,514347,514682,2,0.3807006,"shoot-DZA, fit-DZA","DZA","3, 5O","DZA only"
"pSymB","NP_436959.1","ASP61992.1","cyclodeaminase","gene-CDO30_RS27630",514888,515877,1,515510,515510,1,0.2572596,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_436960.1","ASP61993.1","ectoine hydrolase DoeA","gene-CDO30_RS27635",515922,517103,1,516237,516237,2,-0.29702935,"nod.weight-DZA, chloro1-A17","DZA, A17","3, 4","Both"
"pSymB","NP_436962.1","ASP61995.1","NarK/NasA family nitrate transporter","gene-CDO30_RS27645",518516,519790,3,518548,518822,4,-0.1583014,"shoot-DZA, nod.weight-DZA, chloro1-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymB","NP_436963.1","ASP63042.1","FadR family transcriptional regulator","gene-CDO30_RS27650",520045,520785,3,520173,520781,3,0.0733199333333333,"chloro1-DZA, shoot-DZA","DZA","3","DZA only"
"pSymB","NP_436964.1","ASP61996.1","ABC transporter substrate-binding protein","gene-CDO30_RS27655",520825,521799,1,521225,521225,1,-0.2970434,"nod.weight-DZA","DZA","3","DZA only"
"pSymB","NP_436967.1","ASP61999.1","L-idonate 5-dehydrogenase","gene-CDO30_RS27670",523851,524909,1,524672,524672,4,0.022342175,"nod-DZA, shoot-A17, nod-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymB","NP_436968.1","ASP62000.1","mannonate dehydratase","gene-CDO30_RS27675",524919,526127,1,525449,525449,1,0.1829367,"nod-DZA","DZA","3","DZA only"
"pSymB","NP_436969.1","ASP62001.1","GGDEF-domain containing protein","gene-CDO30_RS27680",526403,528097,3,526600,527239,5,0.02489212,"shoot-DZA, nod-DZA, nod.weight-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymB","NP_436970.1","ASP62002.1","ubiquinone biosynthesis methyltransferase UbiE","gene-CDO30_RS27685",528173,528691,1,528185,528185,1,-0.2286718,"chloro1-A17","A17","4","A17 only"
"pSymB","NP_436972.1","ASP62004.1","hypothetical protein","gene-CDO30_RS27695",529863,532223,1,530060,530060,1,0.2989864,"fit-DZA","DZA","5O","DZA only"
"pSymB","NP_436974.1","ASP63043.1","hypothetical protein","gene-CDO30_RS27705",532806,533144,2,532994,533135,5,-0.06189194,"nod-DZA, shoot-A17, nod-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymB","NP_436975.1","ASP62006.1","gluconolactonase","gene-CDO30_RS27710",533180,534091,2,533399,533930,9,-0.0491161222222222,"nod-DZA, chloro1-A17, shoot-A17, nod-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymB","NP_436980.1","ASP62011.1","NAD-dependent epimerase/dehydratase family protein","gene-CDO30_RS27735",537950,538996,1,538789,538789,1,-0.1962325,"nod.weight-DZA","DZA","3","DZA only"
"pSymB","NP_436981.1","ASP62012.1","UDP-glucose 4-epimerase GalE","gene-CDO30_RS27740",538996,539982,1,539748,539748,3,-0.275655066666667,"shoot-A17, nod.weight-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymB","NP_436982.1","ASP62013.1","N-acetylglucosaminyltransferase","gene-CDO30_RS27745",539979,541844,2,541524,541566,2,-0.2030742,"nod.weight-DZA, nod.weight-A17","DZA, A17","3, 4","Both"
"pSymB","NP_436984.1","ASP62015.1","beta-mannosidase","gene-CDO30_RS27755",542460,543437,1,542729,542729,2,0.03721095,"chloro1-A17, fit-A17","A17","4, 6O","A17 only"
"pSymB","NP_436985.1","ASP62016.1","DUF995 domain-containing protein","gene-CDO30_RS27760",543437,543946,1,543865,543865,2,-0.4034464,"nod.weight-DZA, chloro1-A17","DZA, A17","3, 4","Both"
"pSymB","NP_436987.1","ASP62018.1","ROK family protein","gene-CDO30_RS27770",544603,545673,2,545449,545623,2,0.1750532,"shoot-DZA, nod-A17","DZA, A17","3, 4","Both"
"pSymB","NP_436988.1","ASP62019.1","osmoprotectant NAGGN system M42 family peptidase","gene-CDO30_RS27775",545848,547005,2,546084,546626,3,-0.332271266666667,"nod.weight-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymB","NP_436998.1","ASP62030.1","ABC transporter substrate-binding protein","gene-CDO30_RS27835",556361,557926,2,557137,557845,2,0.01412355,"shoot-A17, nod.weight-A17","A17","4","A17 only"
"pSymB","NP_436999.1","ASP63045.1","ABC transporter permease","gene-CDO30_RS27840",558004,558951,1,558195,558195,2,-0.34267425,"nod.weight-A17, fit-DZA","A17, DZA","4, 5O","Both"
"pSymB","NP_437001.1","ASP62032.1","ABC transporter ATP-binding protein","gene-CDO30_RS27850",560747,561544,1,561025,561025,3,-0.10092,"shoot-A17, nod-A17, nod.weight-A17","A17","4","A17 only"
"pSymB","NP_437002.1","ASP62033.1","FadR family transcriptional regulator","gene-CDO30_RS27855",561551,562333,4,561574,562117,9,-0.137362722222222,"shoot-DZA, nod.weight-DZA, nod.weight-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymB","NP_437003.1","ASP62034.1","N-acetylglutaminylglutamine amidotransferase","gene-CDO30_RS27860",562457,564232,2,563665,564199,4,-0.116364325,"shoot-DZA, nod.weight-DZA, nod-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymB","NP_437004.1","ASP62035.1","N-acetylglutaminylglutamine synthetase","gene-CDO30_RS27865",564234,566018,7,564494,565820,14,0.0222225571428571,"shoot-DZA, nod-DZA, nod.weight-DZA, nod-A17, nod.weight-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
"pSymB","NP_437005.1","ASP62036.1","transcriptional regulator","gene-CDO30_RS27870",566026,567096,4,566083,566266,6,0.0655047166666667,"shoot-DZA, nod-DZA, nod-A17, fit-DZA","DZA, A17","3, 4, 5O","Both"
