"region","start_pos","end_pos","RefSeq_ID","protein_ID","gene_ID","gene_name","ncbi_func"
"CP021797.1",3351657,3352118,"NP_385928.1","ASP60193.1","CDO30_16230",NA,"tRNA/rRNA methyltransferase"
"CP021797.1",3352593,3354446,"NP_385927.1","ASP59691.1","CDO30_16235",NA,"ABC transporter ATP-binding protein"
"CP021797.1",3354563,3356428,"YP_001327219.1","ASP60194.1","CDO30_16240",NA,"ABC transporter ATP-binding protein"
"CP021797.1",3356743,3357321,"NP_385925.1","ASP59692.1","CDO30_16245","petA","ubiquinol-cytochrome c reductase iron-sulfur subunit"
"CP021797.1",3357336,3358616,"NP_385924.1","ASP59693.1","CDO30_16250",NA,"cytochrome b"
"CP021797.1",3358649,3359524,"NP_385923.1","ASP59694.1","CDO30_16255",NA,"cytochrome c1 family protein"
"CP021797.1",3360355,3366624,"NP_385922.1","ASP59695.1","CDO30_16260",NA,"kinesin"
"CP021797.1",3367241,3367609,"NP_385921.1","ASP59696.1","CDO30_16265",NA,"Hpt domain-containing protein"
"CP021797.1",3367642,3367712,"NP_437802.1",NA,"CDO30_16270",NA,"hypothetical protein"
"CP021797.1",3368017,3368337,"NP_385920.1","ASP59697.1","CDO30_16275",NA,"2Fe-2S ferredoxin"
"CP021797.1",3368465,3368632,"NP_385919.1","ASP59698.1","CDO30_16280",NA,"hypothetical protein"
"CP021797.1",3368822,3369487,"NP_385918.1","ASP59699.1","CDO30_16285",NA,"DUF922 domain-containing protein"
"CP021797.1",3369654,3370505,"NP_385917.1","ASP59700.1","CDO30_16290","folP","dihydropteroate synthase"
"CP021797.1",3370520,3370891,"NP_385916.1","ASP59701.1","CDO30_16295","folB","dihydroneopterin aldolase"
"CP021797.1",3370878,3371402,"NP_385915.1","ASP59702.1","CDO30_16300","folK","2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase"
"CP021797.1",3371442,3371993,"NP_385914.1","ASP59703.1","CDO30_16305",NA,"hypothetical protein"
"CP021797.1",3372128,3373207,"NP_385913.1","ASP59704.1","CDO30_16310",NA,"TIGR01620 family protein"
"CP021797.1",3373204,3374703,"NP_385912.1","ASP59705.1","CDO30_16315",NA,"amino acid regulated cytosolic protein"
"CP021797.1",3374872,3375408,"NP_385911.1","ASP59706.1","CDO30_16320",NA,"histidine phosphatase family protein"
"CP021797.1",3375816,3376235,"WP_018900535.1","ASP59707.1","CDO30_16325","dksA","RNA polymerase-binding protein DksA"
"CP021797.1",3376328,3377293,"NP_385909.1","ASP59708.1","CDO30_16330",NA,"histidine kinase"
"CP021797.1",3377660,3380269,"NP_385908.1","ASP59709.1","CDO30_16335",NA,"hybrid sensor histidine kinase/response regulator"
"CP021797.1",3380697,3381629,"NP_385907.1","ASP59710.1","CDO30_16340",NA,"pseudouridine-5-phosphate glycosidase"
"CP021797.1",3381768,3382727,"NP_385906.1","ASP59711.1","CDO30_16345",NA,"carbohydrate kinase"
"CP021797.1",3383061,3384146,"NP_385905.2","ASP59712.1","CDO30_16350","recA","DNA recombination/repair protein RecA"
"CP021797.1",3384386,3387049,"NP_385904.1","ASP59713.1","CDO30_16355",NA,"alanine--tRNA ligase"
"CP021797.1",3387095,3388750,"NP_385903.1","ASP59714.1","CDO30_16360",NA,"SulP family inorganic anion transporter"
"CP021797.1",3389043,3390506,"NP_385902.1","ASP59715.1","CDO30_16365",NA,"hypothetical protein"
"CP021797.1",3390562,3392085,"NP_385901.1","ASP59716.1","CDO30_16370",NA,"hypothetical protein"
"CP021797.1",3392175,3392741,"NP_385900.1","ASP59717.1","CDO30_16375",NA,"cell wall assembly protein"
"CP021797.1",3392895,3393911,"NP_385899.1","ASP59718.1","CDO30_16380",NA,"transcriptional regulator"
"CP021797.1",3394021,3395235,"WP_010969471.1","ASP59719.1","CDO30_16385",NA,"isocitrate dehydrogenase (NADP(+))"
"CP021797.1",3395542,3397557,"NP_385897.1","ASP59720.1","CDO30_16390",NA,"FUSC family protein"
"CP021797.1",3397608,3398438,"NP_385896.1","ASP59721.1","CDO30_16395",NA,"RNA methyltransferase"
"CP021797.1",3398425,3399258,"NP_385895.1","ASP59722.1","CDO30_16400",NA,"glutamate racemase"
"CP021797.1",3399396,3400910,"NP_385894.1","ASP59723.1","CDO30_16405",NA,"ATP-binding protein"
"CP021797.1",3401162,3401779,"WP_010971918.1","ASP59724.1","CDO30_16410",NA,"30S ribosomal protein S4"
"CP021797.1",3401925,3402872,"NP_385892.1","ASP59725.1","CDO30_16415",NA,"glutaminase"
"CP021797.1",3403158,3404042,"YP_002826152.1","ASP59726.1","CDO30_16420",NA,"tRNA 2-thiocytidine(32) synthetase TtcA"
"CP021797.1",3404039,3404863,"NP_385890.1","ASP59727.1","CDO30_16425",NA,"inositol monophosphatase"
"CP021797.1",3404979,3406292,"YP_001327189.1","ASP59728.1","CDO30_16430",NA,"MFS transporter"
"CP021797.1",3406350,3407588,"NP_385888.1","ASP60195.1","CDO30_16435",NA,"MFS transporter"
"CP021797.1",3407939,3408274,"WP_018095088.1","ASP59729.1","CDO30_16440","grxD","monothiol glutaredoxin%2C Grx4 family"
"CP021797.1",3408439,3408681,"YP_002826146.1","ASP59730.1","CDO30_16445",NA,"hypothetical protein"
"CP021797.1",3408689,3408922,"NP_385886.1","ASP59731.1","CDO30_16450",NA,"BolA family transcriptional regulator"
"CP021797.1",3409048,3411279,"NP_385885.1","ASP59732.1","CDO30_16455",NA,"phosphoribosylformylglycinamidine synthase subunit PurL"
"CP021797.1",3411697,3412287,"NP_385884.1","ASP59733.1","CDO30_16460",NA,"acyloxyacyl hydrolase"
"CP021797.1",3412379,3413797,"NP_385883.1","ASP59734.1","CDO30_16465",NA,"PLP-dependent aminotransferase family protein"
"CP021797.1",3413880,3414122,"YP_001327181.1","ASP60196.1","CDO30_16470",NA,"DUF1127 domain-containing protein"
"CP021797.1",3414228,3414635,"NP_385881.1","ASP59735.1","CDO30_16475",NA,"hypothetical protein"
"CP021797.1",3414741,3415412,"WP_003531403.1","ASP59736.1","CDO30_16480",NA,"phosphoribosylformylglycinamidine synthase subunit PurQ"
"CP021797.1",3415494,3415736,"NP_385879.1","ASP59737.1","CDO30_16485",NA,"phosphoribosylformylglycinamidine synthase subunit PurS"
"CP021797.1",3415755,3416519,"WP_018239850.1","ASP59738.1","CDO30_16490",NA,"phosphoribosylaminoimidazolesuccinocarboxamide synthase"
"CP021797.1",3416748,3417062,"NP_385877.1","ASP59739.1","CDO30_16495",NA,"DUF1476 domain-containing protein"
"CP021797.1",3417127,3418185,"NP_385876.1","ASP59740.1","CDO30_16500",NA,"4-oxalomesaconate tautomerase"
"CP021797.1",3418209,3418715,"NP_385875.1","ASP59741.1","CDO30_16505",NA,"tripartite tricarboxylate transporter TctB family protein"
"CP021797.1",3418712,3419668,"NP_385874.1","ASP59742.1","CDO30_16510",NA,"hypothetical protein"
"CP021797.1",3419727,3421244,"NP_385873.1","ASP59743.1","CDO30_16515",NA,"tripartite tricarboxylate transporter permease"
"CP021797.1",3421246,3422130,"NP_385872.1","ASP59744.1","CDO30_16520",NA,"NAD(P)-dependent oxidoreductase"
"CP021797.1",3422171,3422845,"NP_385871.1","ASP59745.1","CDO30_16525","ligK","4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase"
"CP021797.1",3422842,3423576,"NP_385870.1","ASP60197.1","CDO30_16530",NA,"PIG-L family deacetylase"
"CP021797.1",3423689,3424927,"NP_385869.1","ASP59746.1","CDO30_16535",NA,"transcriptional regulator"
"CP021797.1",3424954,3425508,"NP_385868.1","ASP59747.1","CDO30_16540",NA,"serine hydrolase family protein"
"CP021797.1",3425670,3426479,"NP_385867.1","ASP59748.1","CDO30_16545",NA,"DUF2189 domain-containing protein"
"CP021797.1",3426553,3426858,"YP_001327173.1","ASP59749.1","CDO30_16550",NA,"PilZ domain-containing protein"
"CP021797.1",3427007,3427105,"NP_385830.2",NA,"CDO30_16555",NA,"hypothetical protein"
"CP021797.1",3427113,3428420,"NP_385865.1","ASP59750.1","CDO30_16560",NA,"adenylosuccinate lyase"
"CP021797.1",3428484,3429041,"NP_385864.1","ASP59751.1","CDO30_16565",NA,"hypothetical protein"
"CP021797.1",3429041,3429778,"NP_385863.1","ASP59752.1","CDO30_16570",NA,"DUF2259 domain-containing protein"
"CP021797.1",3429775,3430455,"NP_385862.1","ASP59753.1","CDO30_16575",NA,"ribulose-phosphate 3-epimerase"
"CP021797.1",3430518,3431522,"NP_385861.1","ASP60198.1","CDO30_16580",NA,"peptidase T4"
"CP021797.1",3431522,3432610,"NP_385860.1","ASP59754.1","CDO30_16585",NA,"ABC transporter substrate-binding protein"
"CP021797.1",3432770,3433297,"NP_385859.1","ASP59755.1","CDO30_16590",NA,"flavin reductase"
"CP021797.1",3433322,3434251,"NP_385858.1","ASP59756.1","CDO30_16595",NA,"MoxR family ATPase"
"CP021797.1",3434257,3435519,"NP_385857.1","ASP59757.1","CDO30_16600",NA,"VWA domain-containing protein"
"CP021797.1",3435575,3435907,"NP_385856.1","ASP59758.1","CDO30_16605",NA,"XdhC/CoxI family protein"
"CP021797.1",3435911,3436618,"NP_385855.1","ASP59759.1","CDO30_16610",NA,"XdhC/CoxF family protein"
"CP021797.1",3436615,3438231,"NP_385854.1","ASP59760.1","CDO30_16615",NA,"4-diphosphocytidyl-2C-methyl-D-erythritol kinase"
"CP021797.1",3438235,3438552,"NP_385853.1","ASP59761.1","CDO30_16620",NA,"competence protein TfoX"
"CP021797.1",3438571,3438978,"NP_385852.1","ASP59762.1","CDO30_16625",NA,"NUDIX domain-containing protein"
"CP021797.1",3438988,3440487,"NP_385851.1","ASP59763.1","CDO30_16630",NA,"ATP-dependent helicase"
"CP021797.1",3440687,3442012,"NP_385850.2","ASP60199.1","CDO30_16635",NA,"M23 family peptidase"
"CP021797.1",3442136,3442962,"YP_001327156.1",NA,"CDO30_16640",NA,"rhamnosyltransferase"
"CP021797.1",3442980,3443447,"NP_385847.1","ASP59764.1","CDO30_16645",NA,"peroxiredoxin"
"CP021797.1",3443864,3447250,"YP_001327154.1","ASP60200.1","CDO30_16650",NA,"hypothetical protein"
"CP021797.1",3447299,3448552,"NP_385845.1","ASP59765.1","CDO30_16655",NA,"tyrosine--tRNA ligase"
"CP021797.1",3448697,3449848,"NP_385844.1","ASP59766.1","CDO30_16660",NA,"anhydro-N-acetylmuramic acid kinase"
"CP021797.1",3449870,3450184,"YP_002122341.1","ASP59767.1","CDO30_16665",NA,"hypothetical protein"
"CP021797.1",3450236,3450913,"WP_020012833.1","ASP59768.1","CDO30_16670",NA,"alpha/beta hydrolase"
"CP021797.1",3451132,3452298,"NP_385842.1","ASP59769.1","CDO30_16675",NA,"cysteine desulfurase"
"CP021797.1",3452453,3453922,"WP_018483742.1","ASP59770.1","CDO30_16680",NA,"Fe-S cluster assembly protein SufB"
"CP021797.1",3454000,3454755,"WP_020486090.1","ASP59771.1","CDO30_16685","sufC","ABC transporter ATP-binding protein"
"CP021797.1",3454778,3456055,"NP_385839.1","ASP59772.1","CDO30_16690","sufD","Fe-S cluster assembly protein SufD"
"CP021797.1",3456068,3457312,"NP_385838.1","ASP59773.1","CDO30_16695",NA,"cysteine desulfurase"
"CP021797.1",3457323,3457703,"NP_385837.1","ASP59774.1","CDO30_16700",NA,"SUF system Fe-S cluster assembly protein"
"CP021797.1",3457799,3458191,"NP_385836.1","ASP59775.1","CDO30_16705","sufA","Fe-S cluster assembly scaffold SufA"
"CP021797.1",3458405,3459808,"NP_385835.1","ASP59776.1","CDO30_16710",NA,"NAD(P)(+) transhydrogenase (Si-specific)"
"CP021797.1",3459950,3460738,"NP_385834.1","ASP59777.1","CDO30_16715",NA,"DNA repair protein RadC"
"CP021797.1",3460735,3461574,"NP_385833.1","ASP59778.1","CDO30_16720","map","type I methionyl aminopeptidase"
"CP021797.1",3461603,3462322,"NP_385832.1","ASP59779.1","CDO30_16725",NA,"DNA/RNA nuclease SfsA"
"CP021797.1",3462356,3464191,"NP_385831.1","ASP59780.1","CDO30_16730",NA,"poly-beta-hydroxybutyrate polymerase"
"CP021797.1",3464274,3464708,"NP_385830.2","ASP59781.1","CDO30_16735",NA,"hypothetical protein"
"CP021797.1",3464833,3466050,"WP_008527026.1","ASP59782.1","CDO30_16740",NA,"aminotransferase"
"CP021797.1",3466131,3467453,"NP_385828.1","ASP59783.1","CDO30_16745",NA,"homoserine dehydrogenase"
"CP021797.1",3467583,3469385,"NP_385827.1","ASP59784.1","CDO30_16750","recJ","single-stranded-DNA-specific exonuclease RecJ"
"CP021797.1",3470378,3471697,"NP_385826.1","ASP59785.1","CDO30_16775",NA,"lipoprotein"
"CP021797.1",3472089,3472529,"NP_385825.1","ASP59786.1","CDO30_16780",NA,"lactoylglutathione lyase"
"CP021797.1",3472726,3473304,"NP_385824.1","ASP59787.1","CDO30_16785",NA,"cold-shock protein"
"CP021797.1",3473304,3473795,"NP_385823.1","ASP59788.1","CDO30_16790",NA,"hypothetical protein"
"CP021797.1",3474005,3474310,"NP_385822.1","ASP59789.1","CDO30_16800",NA,"oxidoreductase"
"CP021797.1",3474733,3475824,"NP_385821.1","ASP59790.1","CDO30_16810",NA,"hemolysin"
"CP021797.1",3476131,3476454,"NP_385820.1","ASP59791.1","CDO30_16815",NA,"hypothetical protein"
"CP021797.1",3477101,3478297,"WP_010969783.1","ASP59792.1","CDO30_16820",NA,"IS256 family transposase ISRm5"
"CP021797.1",3478843,3479013,"NP_385818.1","ASP59793.1","CDO30_16825",NA,"hypothetical protein"
"CP021797.1",3479046,3479948,"NP_385817.1","ASP59794.1","CDO30_16830",NA,"LysR family transcriptional regulator"
"CP021797.1",3480043,3480708,"NP_385816.1","ASP59795.1","CDO30_16835",NA,"DUF924 domain-containing protein"
"CP021797.1",3480721,3481032,"WP_003537256.1","ASP59796.1","CDO30_16840",NA,"hypothetical protein"
"CP021797.1",3481017,3481457,"NP_385815.1","ASP59797.1","CDO30_16845",NA,"DUF4440 domain-containing protein"
"CP021797.1",3481495,3481677,"WP_014529491.1","ASP59798.1","CDO30_16850",NA,"exopeptide"
"CP021797.1",3481880,3482086,"NP_385814.1","ASP59799.1","CDO30_16855",NA,"hypothetical protein"
"CP021797.1",3482278,3482355,"NP_437802.1",NA,"CDO30_16860",NA,"hypothetical protein"
"CP021797.1",3482360,3483526,"NP_385813.1","ASP59800.1","CDO30_16865",NA,"BCCT family transporter"
"CP021797.1",3483709,3484191,"NP_385812.1","ASP59801.1","CDO30_16870",NA,"Lrp/AsnC family transcriptional regulator"
"CP021797.1",3484290,3485789,"NP_385811.1","ASP60201.1","CDO30_16875",NA,"aminotransferase class V-fold PLP-dependent enzyme"
"CP021797.1",3485776,3486651,"NP_385810.1","ASP59802.1","CDO30_16880",NA,"MBL fold metallo-hydrolase"
"CP021797.1",3486706,3487068,"WP_013844894.1","ASP59803.1","CDO30_16885",NA,"hypothetical protein"
"CP021797.1",3487070,3488044,"NP_385809.1","ASP59804.1","CDO30_16890",NA,"transcriptional regulator"
"CP021797.1",3488130,3489017,"NP_385808.1","ASP59805.1","CDO30_16895",NA,"NAD(P)-dependent oxidoreductase"
"CP021797.1",3489027,3490286,"NP_385807.1","ASP59806.1","CDO30_16900",NA,"TRAP transporter large permease"
"CP021797.1",3490283,3490849,"NP_385806.1","ASP59807.1","CDO30_16905",NA,"TRAP transporter small permease"
"CP021797.1",3490849,3491826,"NP_385805.1","ASP59808.1","CDO30_16910",NA,"C4-dicarboxylate ABC transporter"
"CP021797.1",3492132,3492986,"NP_385804.1","ASP59809.1","CDO30_16915",NA,"transketolase"
"CP021797.1",3492999,3494045,"NP_385803.1","ASP59810.1","CDO30_16920",NA,"transketolase"
"CP021797.1",3494120,3494878,"NP_385802.1","ASP59811.1","CDO30_16925",NA,"NAD(P)-dependent oxidoreductase"
"CP021797.1",3494927,3495751,"NP_385801.1","ASP59812.1","CDO30_16930",NA,"sugar phosphate isomerase/epimerase"
"CP021797.1",3496041,3497909,"NP_385800.1","ASP59813.1","CDO30_16935",NA,"hypothetical protein"
"CP021797.1",3497957,3498967,"NP_385799.1","ASP59814.1","CDO30_16940",NA,"ABC transporter substrate-binding protein"
"CP021797.1",3499070,3499873,"NP_385798.1","ASP59815.1","CDO30_16945",NA,"3-oxoacyl-ACP reductase"
"CP021797.1",3499877,3500725,"NP_385797.1","ASP59816.1","CDO30_16950",NA,"IclR family transcriptional regulator"
"CP021797.1",3500722,3501891,"NP_385796.1","ASP59817.1","CDO30_16955",NA,"acetyl-CoA acetyltransferase"
"CP021797.1",3501888,3503537,"NP_385795.1","ASP59818.1","CDO30_16960",NA,"acyl-CoA synthetase"
"CP021797.1",3503534,3504298,"NP_385794.1","ASP59819.1","CDO30_16965",NA,"NAD(P)-dependent oxidoreductase"
"CP021797.1",3504295,3505152,"NP_385793.2","ASP59820.1","CDO30_16970",NA,"DUF296 domain-containing protein"
"CP021797.1",3505169,3505432,"NP_385792.1","ASP59821.1","CDO30_16975",NA,"hypothetical protein"
"CP021797.1",3505590,3506237,"NP_385791.1","ASP59822.1","CDO30_16980",NA,"porin family protein"
"CP021797.1",3506499,3507506,"NP_385790.1","ASP59823.1","CDO30_16985",NA,"GlxA family transcriptional regulator"
"CP021797.1",3507576,3507881,"NP_385789.1","ASP59824.1","CDO30_16990",NA,"hypothetical protein"
"CP021797.1",3507863,3508102,"NP_385788.1","ASP59825.1","CDO30_16995",NA,"hypothetical protein"
"CP021797.1",3508211,3508618,"NP_385787.1","ASP59826.1","CDO30_17000",NA,"DUF1236 domain-containing protein"
"CP021797.1",3509524,3509925,"NP_385786.1","ASP59827.1","CDO30_17005",NA,"hypothetical protein"
"CP021797.1",3510163,3510462,"NP_385785.1","ASP59828.1","CDO30_17010",NA,"hypothetical protein"
"CP021797.1",3510538,3510777,"WP_018095003.1","ASP60202.1","CDO30_17015",NA,"hypothetical protein"
"CP021797.1",3511248,3511511,"NP_385784.1","ASP59829.1","CDO30_17020",NA,"hypothetical protein"
"CP021797.1",3511551,3511715,"NP_385783.1","ASP59830.1","CDO30_17025",NA,"hypothetical protein"
"CP021797.1",3512073,3512252,"WP_013844477.1","ASP59831.1","CDO30_17030",NA,"hypothetical protein"
"CP021797.1",3512273,3512578,"NP_385782.1","ASP59832.1","CDO30_17035",NA,"hypothetical protein"
"CP021797.1",3513364,3514107,"NP_385781.1","ASP59833.1","CDO30_17045",NA,"cytochrome c biogenesis protein CcdA"
"CP021797.1",3514247,3515209,"NP_385780.1","ASP59834.1","CDO30_17050",NA,"malonate transporter"
"CP021797.1",3515177,3516388,"YP_001327102.1","ASP59835.1","CDO30_17055",NA,"2-octaprenyl-6-methoxyphenyl hydroxylase"
"CP021797.1",3516551,3516733,"WP_003533216.1","ASP59836.1","CDO30_17060",NA,"hypothetical protein"
"CP021797.1",3516732,3517457,"NP_385778.1","ASP59837.1","CDO30_17065",NA,"phosphatidylcholine synthase"
"CP021797.1",3517510,3518487,"NP_385777.1","ASP59838.1","CDO30_17070",NA,"quinone oxidoreductase"
"CP021797.1",3518634,3520220,"NP_385776.1","ASP59839.1","CDO30_17075",NA,"ABC transporter ATP-binding protein"
"CP021797.1",3520210,3521304,"NP_385775.1","ASP60203.1","CDO30_17080",NA,"ABC transporter permease"
"CP021797.1",3521304,3522224,"NP_385774.1","ASP59840.1","CDO30_17085",NA,"ABC transporter permease"
"CP021797.1",3522271,3523341,"YP_001327096.1","ASP59841.1","CDO30_17090",NA,"BMP family ABC transporter substrate-binding protein"
"CP021797.1",3523514,3524263,"NP_385772.1","ASP60204.1","CDO30_17095",NA,"FadR family transcriptional regulator"
"CP021797.1",3524396,3525688,"NP_385771.1","ASP59842.1","CDO30_17100",NA,"HlyC/CorC family transporter"
"CP021797.1",3525899,3526405,"NP_385770.1","ASP59843.1","CDO30_17105",NA,"hypothetical protein"
"CP021797.1",3526464,3527684,"NP_385769.1","ASP59844.1","CDO30_17110",NA,"molybdopterin molybdenumtransferase MoeA"
"CP021797.1",3527684,3528178,"NP_385768.1","ASP59845.1","CDO30_17115","moaC","cyclic pyranopterin monophosphate synthase MoaC"
"CP021797.1",3528178,3528993,"NP_385767.1","ASP59846.1","CDO30_17120",NA,"indole-3-glycerol-phosphate synthase"
"CP021797.1",3529003,3530016,"NP_385766.1","ASP59847.1","CDO30_17125","trpD","anthranilate phosphoribosyltransferase"
"CP021797.1",3530035,3531927,"NP_385765.1","ASP59848.1","CDO30_17130",NA,"peptidylprolyl isomerase"
"CP021797.1",3532280,3533926,"NP_385764.1","ASP59849.1","CDO30_17135",NA,"Na/Pi cotransporter family protein"
"CP021797.1",3534082,3535452,"NP_385763.1","ASP59850.1","CDO30_17140","glmU","bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase"
"CP021797.1",3535696,3537521,"NP_385762.1",NA,"CDO30_17145","glmS","glutamine--fructose-6-phosphate transaminase (isomerizing)"
"CP021797.1",3537518,3538015,"NP_385761.1","ASP59851.1","CDO30_17150",NA,"N-acetyltransferase"
"CP021797.1",3538034,3538726,"NP_385760.1","ASP59852.1","CDO30_17155",NA,"DUF502 domain-containing protein"
"CP021797.1",3538741,3540846,"NP_385759.1","ASP59853.1","CDO30_17160",NA,"DNA helicase RecG"
"CP021797.1",3540963,3541268,"NP_385758.1","ASP59854.1","CDO30_17165",NA,"succinate dehydrogenase assembly factor 2 family protein"
"CP021797.1",3541271,3544786,"NP_385757.1","ASP59855.1","CDO30_17170","mfd","transcription-repair coupling factor"
"CP021797.1",3544951,3545142,"WP_013844467.1","ASP60205.1","CDO30_17175",NA,"hypothetical protein"
"CP021797.1",3545186,3545404,"NP_385756.1","ASP59856.1","CDO30_17180",NA,"hypothetical protein"
"CP021797.1",3545401,3546195,"NP_385755.1","ASP59857.1","CDO30_17185","xth","exodeoxyribonuclease III"
"CP021797.1",3546199,3546375,"NP_385754.1","ASP59858.1","CDO30_17190",NA,"hypothetical protein"
"CP021797.1",3546490,3546654,"WP_017265373.1","ASP59859.1","CDO30_17195",NA,"hypothetical protein"
"CP021797.1",3546861,3548036,"NP_385753.1","ASP59860.1","CDO30_17200",NA,"alpha/beta hydrolase"
"CP021797.1",3548216,3550435,"NP_385752.1","ASP59861.1","CDO30_17205",NA,"arylsulfatase"
"CP021797.1",3550955,3551884,"NP_385751.1","ASP59862.1","CDO30_17210",NA,"AraC family transcriptional regulator"
"CP021797.1",3551975,3552640,"NP_385750.1","ASP59863.1","CDO30_17215",NA,"DsbA family protein"
"CP021797.1",3552723,3554537,"NP_385749.1","ASP59864.1","CDO30_17220",NA,"ABC transporter substrate-binding protein"
"CP021797.1",3554857,3555486,"NP_385748.1","ASP59865.1","CDO30_17225",NA,"invasion-associated locus B family protein"
"CP021797.1",3555643,3555972,"NP_385747.1","ASP59866.1","CDO30_17230",NA,"DNA-binding protein"
"CP021797.1",3556154,3557563,"WP_018094964.1","ASP59867.1","CDO30_17235","glnA","glutamine synthetase 1"
"CP021797.1",3557646,3557984,"WP_018900556.1","ASP59868.1","CDO30_17240",NA,"nitrogen regulatory protein P-II"
"CP021797.1",3558331,3559815,"NP_385744.1","ASP59869.1","CDO30_17245",NA,"bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase"
"CP021797.1",3559896,3560393,"NP_385743.1","ASP59870.1","CDO30_17250",NA,"xanthine phosphoribosyltransferase"
"CP021797.1",3560563,3561324,"NP_385742.1","ASP59871.1","CDO30_17255",NA,"competence/damage-inducible protein A"
"CP021797.1",3561486,3562085,"NP_385741.1","ASP59872.1","CDO30_17260","wrbA","NAD(P)H dehydrogenase (quinone) 1"
"CP021797.1",3562440,3562682,"NP_385740.1","ASP59873.1","CDO30_17265",NA,"DUF2188 domain-containing protein"
"CP021797.1",3562771,3562989,"NP_385739.1","ASP59874.1","CDO30_17270",NA,"hypothetical protein"
"CP021797.1",3563033,3563272,"WP_014529503.1","ASP59875.1","CDO30_17275",NA,"hypothetical protein"
"CP021797.1",3563481,3563732,"NP_385738.1","ASP59876.1","CDO30_17280",NA,"hypothetical protein"
"CP021797.1",3563938,3564327,"NP_385737.1","ASP59877.1","CDO30_17285",NA,"YciI family protein"
"CP021797.1",3564500,3565090,"NP_385736.1","ASP59878.1","CDO30_17295",NA,"hypothetical protein"
"CP021797.1",3565175,3566629,"NP_385735.1","ASP59879.1","CDO30_17300",NA,"potassium transporter"
"CP021797.1",3566786,3568033,"NP_385734.1","ASP59880.1","CDO30_17305",NA,"threonine ammonia-lyase"
"CP021797.1",3568111,3568431,"NP_385733.1","ASP59881.1","CDO30_17310",NA,"transcriptional activator HlyU"
"CP021797.1",3568741,3570714,"NP_385732.1","ASP59882.1","CDO30_17315",NA,"2'%2C3'-cyclic-nucleotide 2'-phosphodiesterase"
"CP021797.1",3570843,3571304,"NP_385731.1","ASP59883.1","CDO30_17320",NA,"Lrp/AsnC family transcriptional regulator"
"CP021797.1",3571462,3572580,"WP_010659343.1","ASP59884.1","CDO30_17325","ald","alanine dehydrogenase"
"CP021797.1",3572622,3573089,"NP_385729.1","ASP59885.1","CDO30_17330",NA,"DUF1203 domain-containing protein"
"CP021797.1",3573191,3573754,"NP_385728.1","ASP59886.1","CDO30_17335",NA,"N-acetyltransferase"
"CP021797.1",3573760,3574623,"NP_385727.1","ASP59887.1","CDO30_17340",NA,"3-mercaptopyruvate sulfurtransferase"
"CP021797.1",3574821,3575570,"NP_385726.1","ASP59888.1","CDO30_17345",NA,"Ala-tRNA(Pro) hydrolase"
"CP021797.1",3575578,3576618,"YP_001327046.1","ASP60206.1","CDO30_17350",NA,"cysteine synthase A"
"CP021797.1",3576933,3577781,"NP_385724.1","ASP59889.1","CDO30_17355",NA,"oxidoreductase"
"CP021797.1",3577975,3578214,"NP_385723.1","ASP59890.1","CDO30_17360",NA,"AbrB family transcriptional regulator"
"CP021797.1",3578211,3578609,"NP_385722.1","ASP59891.1","CDO30_17365",NA,"PIN domain-containing protein"
"CP021797.1",3578686,3579012,"NP_385721.1","ASP59892.1","CDO30_17370",NA,"QacE family quaternary ammonium compound efflux SMR transporter"
"CP021797.1",3579009,3579353,"NP_385720.1","ASP59893.1","CDO30_17375",NA,"multidrug transporter subunit MdtJ"
"CP021797.1",3579648,3579941,"NP_385719.1","ASP59894.1","CDO30_17385",NA,"hypothetical protein"
"CP021797.1",3579989,3580336,"NP_385718.1","ASP59895.1","CDO30_17390",NA,"hypothetical protein"
"CP021797.1",3580737,3581816,"NP_385717.1","ASP59896.1","CDO30_17395",NA,"hypothetical protein"
"CP021797.1",3582155,3582871,"NP_385716.1","ASP59897.1","CDO30_17405",NA,"LexA repressor"
"CP021797.1",3583096,3583260,"YP_001327035.1","ASP59898.1","CDO30_17410",NA,"hypothetical protein"
"CP021797.1",3583627,3585165,"NP_385715.1","ASP59899.1","CDO30_17420",NA,"hypothetical protein"
"CP021797.1",3585241,3586728,"NP_385714.1","ASP59900.1","CDO30_17425",NA,"hypothetical protein"
"CP021797.1",3587541,3587801,"NP_385713.1","ASP59901.1","CDO30_17435",NA,"hypothetical protein"
"CP021797.1",3587862,3588077,"WP_003528311.1","ASP59902.1","CDO30_17440",NA,"hypothetical protein"
"CP021797.1",3588528,3589568,"NP_385712.1","ASP59903.1","CDO30_17445",NA,"septal ring lytic transglycosylase RlpA family protein"
"CP021797.1",3589625,3590779,"NP_385711.1","ASP59904.1","CDO30_17450",NA,"D-alanyl-D-alanine carboxypeptidase"
"CP021797.1",3590837,3591541,"NP_385710.1","ASP59905.1","CDO30_17455",NA,"dTMP kinase"
"CP021797.1",3591538,3592569,"NP_385709.1","ASP59906.1","CDO30_17460",NA,"DNA polymerase III subunit delta'"
