"region","gene_ID","RefSeq_ID","ncbi_func","no_vars","no_traits","no_effects","min_ps","max_ps","min_score","max_score","ave_abs_score","ave_af","assocs","exps","host","cat","Entry","Entry name","Status","Protein names","Gene names","Organism","Length","Gene ontology (biological process)","Gene ontology (cellular component)","Gene ontology (GO)","Gene ontology (molecular function)","Gene ontology IDs"
"pSymB","gene-CDO30_25460","NP_436549.1","flavin-nucleotide-binding protein",1,1,1,77432,77432,-0.3033974,-0.3033974,0.3033974,0.099,"shoot-(A17-4)[1]","4","A17 only","GxE","Q92XF2","Q92XF2_RHIME","unreviewed","Putative_PNPOx domain-containing protein","SM_b20006","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",317,NA,NA,NA,NA,NA
"pSymB","gene-CDO30_25465","NP_436550.1","catalase C",3,1,3,78458,79427,-0.2680767,-0.1491248,0.190906733333333,0.268666666666667,"shoot-(DZA-3)[1], shoot-(A17-4)[2]","3, 4","Both","other","Q9X576","CATE_RHIME","reviewed","Catalase C (EC 1.11.1.6) (KAT2)","katE catC katC RB0010 SMb20007","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",705,"hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]",NA,"catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]","catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]","GO:0004096; GO:0006979; GO:0020037; GO:0042744; GO:0046872"
"pSymB","gene-CDO30_25470","NP_436551.1","ATP-dependent DNA ligase",2,1,2,80392,80544,-0.2571507,-0.1494522,0.20330145,0.283,"shoot-(A17-4)[2]","4","A17 only","GxE","Q92XF1","Q92XF1_RHIME","unreviewed","DNA ligase (ATP) (EC 6.5.1.1)","SM_b20008","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",355,"DNA recombination [GO:0006310]; DNA repair [GO:0006281]",NA,"ATP binding [GO:0005524]; DNA ligase (ATP) activity [GO:0003910]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]","ATP binding [GO:0005524]; DNA ligase (ATP) activity [GO:0003910]","GO:0003910; GO:0005524; GO:0006281; GO:0006310"
"pSymB","gene-CDO30_25475","NP_436552.1","LysR family transcriptional regulator",3,1,3,81025,81683,-0.2029345,0.1762473,0.185573833333333,0.232,"shoot-(A17-2)[1], shoot+(A17-2)[1], shoot-(A17-4)[1]","2, 4","A17 only","GxG","Q92XF0","Q92XF0_RHIME","unreviewed","Putative transcriptional regulator","SM_b20009","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",309,NA,NA,"DNA-binding transcription factor activity [GO:0003700]","DNA-binding transcription factor activity [GO:0003700]","GO:0003700"
"pSymB","gene-CDO30_25480","NP_436553.1","alpha/beta hydrolase",4,1,4,82078,82768,-0.3075986,-0.1511305,0.19977015,0.20425,"shoot-(A17-2)[1], shoot-(DZA-3)[2], shoot-(A17-4)[1]","2, 3, 4","Both","Partially Universal","Q92XE9","Q92XE9_RHIME","unreviewed","Hydrolase_4 domain-containing protein","SM_b20010","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",355,NA,NA,NA,NA,NA
"pSymB","gene-CDO30_25485","NP_436554.1","ZIP family metal transporter",2,1,3,83309,83391,-0.3396511,0.363368,0.336457933333333,0.08,"shoot+(DZA-1)[1], shoot-(DZA-1)[1], shoot-(A17-2)[1]","1, 2","Both","other","Q92XE8","Q92XE8_RHIME","unreviewed","Putative heavy-metal transporter","SM_b20011","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",259,NA,"integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]",NA,"GO:0016021"
"pSymB","gene-CDO30_25490","NP_436555.1","vitamin K epoxide reductase",1,1,1,85958,85958,-0.151568,-0.151568,0.151568,0.461,"shoot-(A17-4)[1]","4","A17 only","GxE","Q92XE7","Q92XE7_RHIME","unreviewed","Uncharacterized protein","SM_b20012","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",847,NA,"integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]; oxidoreductase activity [GO:0016491]; quinone binding [GO:0048038]","oxidoreductase activity [GO:0016491]; quinone binding [GO:0048038]","GO:0016021; GO:0016491; GO:0048038"
"pSymB","gene-CDO30_25495","NP_436556.1","gfo/Idh/MocA family oxidoreductase",2,1,2,86836,86919,-0.166707,-0.1665772,0.1666421,0.4685,"shoot-(A17-2)[1], shoot-(A17-4)[1]","2, 4","A17 only","GxG","Q92XE6","Q92XE6_RHIME","unreviewed","Putative oxidoreductase (EC 1.-.-.-)","SM_b20013","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",414,NA,NA,"oxidoreductase activity [GO:0016491]","oxidoreductase activity [GO:0016491]","GO:0016491"
"pSymB","gene-CDO30_25500","NP_436557.1","LacI family transcriptional regulator",1,1,1,88022,88022,0.1946616,0.1946616,0.1946616,0.361,"shoot+(A17-2)[1]","2","A17 only","GxE","Q92XE5","Q92XE5_RHIME","unreviewed","Probable transcriptional regulator","SM_b20014","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",333,"regulation of transcription, DNA-templated [GO:0006355]",NA,"DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]","DNA binding [GO:0003677]","GO:0003677; GO:0006355"
"pSymB","gene-CDO30_25505","NP_436558.1","ABC transporter permease",2,1,2,89250,89801,-0.3828867,0.3271691,0.3550279,0.0735,"shoot+(DZA-1)[1], shoot-(A17-4)[1]","1, 4","Both","other","Q92XE4","Q92XE4_RHIME","unreviewed","Putative sugar ABC transporter","SM_b20015","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",318,NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]","transmembrane transporter activity [GO:0022857]","GO:0005886; GO:0016021; GO:0022857"
"pSymB","gene-CDO30_25510","NP_436559.1","ABC transporter permease",2,1,2,90581,90815,-0.2552193,0.382508,0.31886365,0.105,"shoot+(DZA-1)[1], shoot-(DZA-3)[1]","1, 3","DZA only","GxG","Q92XE3","Q92XE3_RHIME","unreviewed","Putative sugar ABC transporter","SM_b20016","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",330,NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]","transmembrane transporter activity [GO:0022857]","GO:0005886; GO:0016021; GO:0022857"
"pSymB","gene-CDO30_25525","NP_436561.1","sugar ABC transporter substrate-binding protein",5,1,7,92746,93598,-0.3341318,0.3859704,0.227465614285714,0.351428571428571,"shoot+(DZA-1)[1], shoot+(A17-2)[1], shoot-(A17-2)[1], shoot-(A17-4)[3], shoot+(A17-4)[1]","1, 2, 4","Both","Partially Universal","Q92XE1","Q92XE1_RHIME","unreviewed","Probable sugar transport ATP-binding protein","SM_b20018","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",340,"carbohydrate transport [GO:0008643]",NA,"ATP binding [GO:0005524]; carbohydrate transport [GO:0008643]","ATP binding [GO:0005524]","GO:0005524; GO:0008643"
"pSymB","gene-CDO30_25530","NP_436562.1","dihydrolipoamide succinyltransferase",2,1,2,94310,94501,-0.3921549,-0.270718,0.33143645,0.1075,"shoot-(DZA-1)[1], shoot-(A17-2)[1]","1, 2","Both","other","Q92XE0","Q92XE0_RHIME","unreviewed","Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-)","sucB SM_b20019","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",378,NA,NA,"transferase activity, transferring acyl groups [GO:0016746]","transferase activity, transferring acyl groups [GO:0016746]","GO:0016746"
"pSymB","gene-CDO30_25535","NP_436563.1","pyruvate dehydrogenase",3,1,5,95065,95623,-0.32655,0.3850247,0.32713838,0.1562,"shoot+(DZA-1)[2], shoot-(DZA-1)[1], shoot-(A17-2)[2]","1, 2","Both","other","Q92XD9","Q92XD9_RHIME","unreviewed","Alpha-ketoglutarate dehydrogenase (EC 1.2.4.2)","pdh SM_b20020","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",692,NA,NA,"oxoglutarate dehydrogenase (succinyl-transferring) activity [GO:0004591]","oxoglutarate dehydrogenase (succinyl-transferring) activity [GO:0004591]","GO:0004591"
"pSymB","gene-CDO30_25540","NP_436564.1","Lrp/AsnC family transcriptional regulator",2,1,3,97084,97289,-0.2728973,0.433891,0.356721266666667,0.116666666666667,"shoot+(DZA-1)[2], shoot-(A17-2)[1]","1, 2","Both","other","Q92XD8","Q92XD8_RHIME","unreviewed","Putative transcriptional regulator protein","SM_b20021","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",156,NA,NA,"sequence-specific DNA binding [GO:0043565]","sequence-specific DNA binding [GO:0043565]","GO:0043565"
"pSymB","gene-CDO30_25545","NP_437802.1","hypothetical protein",1,1,1,97621,97621,0.164855,0.164855,0.164855,0.479,"shoot+(DZA-1)[1]","1","DZA only","GxE","Q92U76","Q92U76_RHIME","unreviewed","Uncharacterized protein","SM_b21685","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",51,NA,NA,NA,NA,NA
"pSymB","gene-CDO30_25555","NP_436565.1","dienelactone hydrolase family protein",2,1,2,98660,98758,0.1519045,0.2879066,0.21990555,0.199,"shoot+(A17-2)[1], shoot+(A17-4)[1]","2, 4","A17 only","GxG","Q92XD7","Q92XD7_RHIME","unreviewed","DLH domain-containing protein","SM_b20022","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",188,NA,NA,"hydrolase activity [GO:0016787]","hydrolase activity [GO:0016787]","GO:0016787"
"pSymB","gene-CDO30_25560","NP_436566.1","5-oxoprolinase",5,1,5,99041,102267,-0.4221577,0.3331704,0.31084714,0.1298,"shoot+(DZA-1)[1], shoot+(A17-2)[2], shoot-(A17-2)[1], shoot+(A17-4)[1]","1, 2, 4","Both","Partially Universal","Q92XD6","Q92XD6_RHIME","unreviewed","Probable 5-oxoprolinase (EC 3.5.2.9)","SM_b20023","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",1205,NA,NA,"5-oxoprolinase (ATP-hydrolyzing) activity [GO:0017168]","5-oxoprolinase (ATP-hydrolyzing) activity [GO:0017168]","GO:0017168"
"pSymB","gene-CDO30_25565","YP_001312845.1","rRNA pseudouridine synthase",1,1,1,102904,102904,0.2792011,0.2792011,0.2792011,0.073,"shoot+(DZA-1)[1]","1","DZA only","GxE","A6UGY2","A6UGY2_SINMW","unreviewed","Pseudouridine synthase (EC 5.4.99.-)","Smed_4105","Sinorhizobium medicae (strain WSM419) (Ensifer medicae)",260,"pseudouridine synthesis [GO:0001522]",NA,"pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]; pseudouridine synthesis [GO:0001522]","pseudouridine synthase activity [GO:0009982]; RNA binding [GO:0003723]","GO:0001522; GO:0003723; GO:0009982"
"pSymB","gene-CDO30_25570","NP_436568.1","hypothetical protein",1,1,1,104373,104373,-0.386539,-0.386539,0.386539,0.058,"shoot-(DZA-1)[1]","1","DZA only","GxE","Q92XD4","Q92XD4_RHIME","unreviewed","Uncharacterized protein","SM_b20025","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",325,NA,NA,NA,NA,NA
"pSymB","gene-CDO30_25575","NP_436569.1","tripartite tricarboxylate transporter TctB family protein",1,1,1,105170,105170,-0.2024736,-0.2024736,0.2024736,0.173,"shoot-(A17-4)[1]","4","A17 only","GxE","Q92XD3","Q92XD3_RHIME","unreviewed","Uncharacterized protein","SM_b20026","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",153,NA,"integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]",NA,"GO:0016021"
"pSymB","gene-CDO30_25580","NP_436570.1","tripartite tricarboxylate transporter permease",1,1,1,106250,106250,0.2788185,0.2788185,0.2788185,0.089,"shoot+(DZA-1)[1]","1","DZA only","GxE","Q92XD2","Q92XD2_RHIME","unreviewed","Uncharacterized protein","SM_b20027","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",501,NA,"integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]",NA,"GO:0016021"
"pSymB","gene-CDO30_25585","NP_436571.1","peptidase C45",1,1,1,107069,107069,0.1518771,0.1518771,0.1518771,0.351,"shoot+(DZA-1)[1]","1","DZA only","GxE","Q92XD1","Q92XD1_RHIME","unreviewed","Uncharacterized protein","SM_b20028","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",378,NA,NA,NA,NA,NA
"pSymB","gene-CDO30_25600","NP_436573.1","RNA polymerase sigma factor SigJ",1,1,1,108981,108981,-0.3349646,-0.3349646,0.3349646,0.052,"shoot-(DZA-1)[1]","1","DZA only","GxE","Q92XC9","Q92XC9_RHIME","unreviewed","RNA polymerase sigma factor, ECF subfamily protein","rpoE9 SM_b20030","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",285,"DNA-templated transcription, initiation [GO:0006352]",NA,"DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; sigma factor activity [GO:0016987]; DNA-templated transcription, initiation [GO:0006352]","DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; sigma factor activity [GO:0016987]","GO:0003677; GO:0003700; GO:0006352; GO:0016987"
"pSymB","gene-CDO30_25620","NP_436578.1","ABC transporter permease",1,1,1,114089,114089,-0.2994549,-0.2994549,0.2994549,0.105,"shoot-(DZA-3)[1]","3","DZA only","GxE","Q92XC4","Q92XC4_RHIME","unreviewed","ABC transporter, permease","SM_b20035","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",426,NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]",NA,"GO:0005886; GO:0016021"
"pSymB","gene-CDO30_25645","NP_436583.1","EamA/RhaT family transporter",1,1,1,118372,118372,0.2179459,0.2179459,0.2179459,0.126,"shoot+(A17-4)[1]","4","A17 only","GxE","Q92XB9","Q92XB9_RHIME","unreviewed","Uncharacterized protein","SM_b20040","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",286,NA,"integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]",NA,"GO:0016021"
"pSymB","gene-CDO30_25660","NP_436586.1","glycosyl transferase",1,1,1,121569,121569,0.2583803,0.2583803,0.2583803,0.12,"shoot+(DZA-1)[1]","1","DZA only","GxE","Q92XB6","Q92XB6_RHIME","unreviewed","Uncharacterized protein","SM_b20043","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",280,NA,NA,NA,NA,NA
"pSymB","gene-CDO30_25670","NP_436588.1","plasmid partitioning protein RepB",2,1,2,124227,124297,0.4142503,0.4757451,0.4449977,0.0785,"shoot+(DZA-1)[2]","1","DZA only","GxE","Q92XB4","Q92XB4_RHIME","unreviewed","Probable replication protein B","repB1 SM_b20045","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",334,NA,NA,"DNA binding [GO:0003677]","DNA binding [GO:0003677]","GO:0003677"
"pSymB","gene-CDO30_25685","NP_436591.1","histidine utilization repressor",1,1,1,127720,127720,-0.3489114,-0.3489114,0.3489114,0.073,"shoot-(A17-4)[1]","4","A17 only","GxE","Q92XB1","Q92XB1_RHIME","unreviewed","Probable transcriptional regulator","SM_b20048","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",235,"histidine metabolic process [GO:0006547]; negative regulation of transcription, DNA-templated [GO:0045892]",NA,"DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; histidine metabolic process [GO:0006547]; negative regulation of transcription, DNA-templated [GO:0045892]","DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]","GO:0003677; GO:0003700; GO:0006547; GO:0045892"
"pSymB","gene-CDO30_25700","NP_436594.1","alpha/beta hydrolase",1,1,1,130562,130562,0.4432828,0.4432828,0.4432828,0.058,"shoot+(DZA-1)[1]","1","DZA only","GxE","Q92XA8","Q92XA8_RHIME","unreviewed","Chloride peroxidase (EC 1.11.1.10)","cpo SM_b20054","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",275,NA,NA,"chloride peroxidase activity [GO:0016691]","chloride peroxidase activity [GO:0016691]","GO:0016691"
"pSymB","gene-CDO30_25720","NP_436598.1","ABC transporter ATP-binding protein",1,1,1,136316,136316,0.3318482,0.3318482,0.3318482,0.079,"shoot+(DZA-1)[1]","1","DZA only","GxE","Q92XA4","Q92XA4_RHIME","unreviewed","ABC transporter, ATP-binding protein","btuD SM_b20058","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",266,NA,NA,"ATP binding [GO:0005524]","ATP binding [GO:0005524]","GO:0005524"
"pSymB","gene-CDO30_25795","NP_436611.1","MFS transporter",1,1,1,147447,147447,0.4148262,0.4148262,0.4148262,0.073,"shoot+(DZA-1)[1]","1","DZA only","GxE","Q92X91","Q92X91_RHIME","unreviewed","Putative efflux protein","SM_b20071","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",397,NA,"integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]","transmembrane transporter activity [GO:0022857]","GO:0016021; GO:0022857"
"pSymB","gene-CDO30_25825","NP_436617.1","sensor histidine kinase",1,1,1,154036,154036,0.3133957,0.3133957,0.3133957,0.105,"shoot+(DZA-1)[1]","1","DZA only","GxE","Q92X85","Q92X85_RHIME","unreviewed","Putative sensor histidine kinase protein","SM_b20077","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",554,NA,"integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]; phosphorelay sensor kinase activity [GO:0000155]; protein dimerization activity [GO:0046983]","phosphorelay sensor kinase activity [GO:0000155]; protein dimerization activity [GO:0046983]","GO:0000155; GO:0016021; GO:0046983"
"pSymB","gene-CDO30_25830","NP_436618.1","DNA-binding response regulator",1,1,1,154897,154897,-0.1860829,-0.1860829,0.1860829,0.168,"shoot-(A17-2)[1]","2","A17 only","GxE","Q92X84","Q92X84_RHIME","unreviewed","Probable response regulator","SM_b20078","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",211,"phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]",NA,"DNA binding [GO:0003677]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]","DNA binding [GO:0003677]","GO:0000160; GO:0003677; GO:0006355"
"pSymB","gene-CDO30_25840","NP_436619.1","hemolysin D",5,1,8,156527,158128,-0.1964835,-0.1372051,0.1650284,0.323375,"shoot-(A17-2)[5], shoot-(DZA-3)[3]","2, 3","Both","other","Q92X83","Q92X83_RHIME","unreviewed","Probable type I secretion target repeat protein (EC 4.6.1.1)","SM_b20079","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",1072,NA,NA,"adenylate cyclase activity [GO:0004016]; calcium ion binding [GO:0005509]","adenylate cyclase activity [GO:0004016]; calcium ion binding [GO:0005509]","GO:0004016; GO:0005509"
"pSymB","gene-CDO30_25880","NP_436627.1","hypothetical protein",1,1,1,163909,163909,0.3325582,0.3325582,0.3325582,0.11,"shoot+(DZA-1)[1]","1","DZA only","GxE","Q92X75","Q92X75_RHIME","unreviewed","Uncharacterized protein","SM_b20087","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",201,NA,NA,NA,NA,NA
"pSymB","gene-CDO30_25885","NP_436628.1","protein-L-isoaspartate O-methyltransferase",2,1,2,164597,165351,0.1566328,0.3193194,0.2379761,0.2225,"shoot+(DZA-1)[2]","1","DZA only","GxE","Q92X74","Q92X74_RHIME","unreviewed","Protein-L-isoaspartate O-methyltransferase (EC 2.1.1.77) (L-isoaspartyl protein carboxyl methyltransferase) (Protein L-isoaspartyl methyltransferase) (Protein-beta-aspartate methyltransferase) (PIMT)","pcm SM_b20088","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",658,"protein repair [GO:0030091]; response to antibiotic [GO:0046677]","cytoplasm [GO:0005737]","cytoplasm [GO:0005737]; protein-L-isoaspartate (D-aspartate) O-methyltransferase activity [GO:0004719]; rRNA (adenine-N6,N6-)-dimethyltransferase activity [GO:0000179]; protein repair [GO:0030091]; response to antibiotic [GO:0046677]","protein-L-isoaspartate (D-aspartate) O-methyltransferase activity [GO:0004719]; rRNA (adenine-N6,N6-)-dimethyltransferase activity [GO:0000179]","GO:0000179; GO:0004719; GO:0005737; GO:0030091; GO:0046677"
"pSymB","gene-CDO30_25910","NP_436633.1","lysylphosphatidylglycerol synthetase family protein",1,1,1,168869,168869,-0.3690871,-0.3690871,0.3690871,0.094,"shoot-(A17-4)[1]","4","A17 only","GxE","Q92X69","Q92X69_RHIME","unreviewed","Uncharacterized protein","SM_b20093","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",313,NA,"integral component of membrane [GO:0016021]","integral component of membrane [GO:0016021]",NA,"GO:0016021"
"pSymB","gene-CDO30_25920","NP_436635.1","pyruvate oxidase",1,1,1,170800,170800,0.3062453,0.3062453,0.3062453,0.089,"shoot+(DZA-1)[1]","1","DZA only","GxE","Q92X67","Q92X67_RHIME","unreviewed","Acetolactate synthase (EC 2.2.1.6)","SM_b20095","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",605,NA,NA,"acetolactate synthase activity [GO:0003984]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]","acetolactate synthase activity [GO:0003984]; magnesium ion binding [GO:0000287]; thiamine pyrophosphate binding [GO:0030976]","GO:0000287; GO:0003984; GO:0030976"
"pSymB","gene-CDO30_25935","NP_436638.1","sensory rhodopsin transducer",1,1,1,174359,174359,0.1636605,0.1636605,0.1636605,0.293,"shoot+(DZA-1)[1]","1","DZA only","GxE","Q92X64","Q92X64_RHIME","unreviewed","Uncharacterized protein","SM_b20098","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",131,NA,NA,NA,NA,NA
"pSymB","gene-CDO30_25940","NP_436639.1","maltose alpha-D-glucosyltransferase",2,1,2,175696,176276,0.2062983,0.3537887,0.2800435,0.22,"shoot+(DZA-1)[2]","1","DZA only","GxE","Q92X63","Q92X63_RHIME","unreviewed","Maltose alpha-D-glucosyltransferase (EC 5.4.99.16)","SM_b20099","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",544,"carbohydrate metabolic process [GO:0005975]",NA,"maltose alpha-D-glucosyltransferase activity [GO:0047471]; transferase activity [GO:0016740]; carbohydrate metabolic process [GO:0005975]","maltose alpha-D-glucosyltransferase activity [GO:0047471]; transferase activity [GO:0016740]","GO:0005975; GO:0016740; GO:0047471"
"pSymB","gene-CDO30_25945","NP_436640.1","LLM class F420-dependent oxidoreductase",1,1,1,177226,177226,-0.1898458,-0.1898458,0.1898458,0.241,"shoot-(A17-4)[1]","4","A17 only","GxE","Q92X62","Q92X62_RHIME","unreviewed","Putative dehydrogenase protein","SM_b20100","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",328,NA,NA,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]","GO:0016705"
"pSymB","gene-CDO30_25955","NP_436642.1","sigma-54-dependent Fis family transcriptional regulator",2,1,2,179514,179612,-0.1748301,0.3002269,0.2375285,0.267,"shoot+(DZA-1)[1], shoot-(A17-4)[1]","1, 4","Both","other","Q92X60","Q92X60_RHIME","unreviewed","Putative acetoin catabolism regulatory protein","acoR SM_b20102","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",627,"phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]",NA,"ATP binding [GO:0005524]; sequence-specific DNA binding [GO:0043565]; transcription factor binding [GO:0008134]; phosphorelay signal transduction system [GO:0000160]; regulation of transcription, DNA-templated [GO:0006355]","ATP binding [GO:0005524]; sequence-specific DNA binding [GO:0043565]; transcription factor binding [GO:0008134]","GO:0000160; GO:0005524; GO:0006355; GO:0008134; GO:0043565"
"pSymB","gene-CDO30_25960","NP_436643.1","FAD-dependent oxidoreductase",2,1,2,181173,182025,-0.4033185,-0.1589011,0.2811098,0.301,"shoot-(A17-4)[2]","4","A17 only","GxE","Q92X59","Q92X59_RHIME","unreviewed","Probable FAD-dependent oxidoreductase (EC 1.14.13.8)","SM_b20103","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",600,NA,NA,"N,N-dimethylaniline monooxygenase activity [GO:0004499]","N,N-dimethylaniline monooxygenase activity [GO:0004499]","GO:0004499"
"pSymB","gene-CDO30_25965","NP_436644.1","anion permease",2,1,3,183337,183433,-0.1579179,0.1646633,0.158768866666667,0.326666666666667,"shoot+(DZA-1)[1], shoot-(A17-2)[2]","1, 2","Both","other","Q92X58","Q92X58_RHIME","unreviewed","Probable membrane transporter protein","SM_b20104","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",252,NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]",NA,"GO:0005886; GO:0016021"
"pSymB","gene-CDO30_25970","YP_001312773.1","GntR family transcriptional regulator",1,1,1,184241,184241,0.1663147,0.1663147,0.1663147,0.398,"shoot+(A17-4)[1]","4","A17 only","GxE","A6UGR0","A6UGR0_SINMW","unreviewed","Transcriptional regulator, GntR family","Smed_4032","Sinorhizobium medicae (strain WSM419) (Ensifer medicae)",234,NA,NA,"DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]","DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]","GO:0003677; GO:0003700"
"pSymB","gene-CDO30_25975","NP_436646.1","FadR family transcriptional regulator",1,1,1,184382,184382,-0.2981413,-0.2981413,0.2981413,0.168,"shoot-(A17-4)[1]","4","A17 only","GxE","Q92X56","Q92X56_RHIME","unreviewed","Putative transcriptional regulator protein","SM_b20106","Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)",243,NA,NA,"DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]","DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]","GO:0003677; GO:0003700"
