"region","gene_ID","RefSeq_ID","ncbi_func","traits","lines","overlap"
"pSymB","CDO30_26750","NP_436795.1","amino acid ABC transporter permease","height, height.plast","DZA","both_traits"
"pSymB","CDO30_26760","NP_436797.1","amino acid dehydrogenase","height.plast","DZA","plast_only"
"pSymB","CDO30_26765","NP_436798.1","hydroxyproline-2-epimerase","height.plast","DZA","plast_only"
"pSymB","CDO30_26770","NP_436799.1","hypothetical protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_26775","NP_436800.1","trans-3-hydroxy-L-proline dehydratase","height.plast","DZA","plast_only"
"pSymB","CDO30_26785","NP_436802.1","MFS transporter","height, height.plast","DZA","both_traits"
"pSymB","CDO30_26805","NP_436805.1","3-keto-5-aminohexanoate cleavage enzyme","height, height.plast","DZA","both_traits"
"pSymB","CDO30_26815","NP_436807.1","aspartate aminotransferase family protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_26825","NP_436809.1","CMD domain-containing protein","height","DZA","trait_only"
"pSymB","CDO30_26830","NP_436810.1","NAD(P)/FAD-dependent oxidoreductase","height","DZA","trait_only"
"pSymB","CDO30_26865","NP_436817.1","sulfite exporter TauE/SafE family protein","height","DZA","trait_only"
"pSymB","CDO30_26885","YP_001312585.1","DUF3394 domain-containing protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_26910","NP_436826.1","TRAP transporter small permease","height","DZA","trait_only"
"pSymB","CDO30_26915","NP_436827.1","TRAP transporter large permease","height, height.plast","DZA","both_traits"
"pSymB","CDO30_26930","NP_436830.1","adenylate/guanylate cyclase domain-containing protein","height, height.plast","A17","both_traits"
"pSymB","CDO30_26935","NP_436831.1","hypothetical protein","height","DZA","trait_only"
"pSymB","CDO30_26960","NP_436838.1","dihydroxyacetone kinase subunit DhaK","height, height.plast","DZA","both_traits"
"pSymB","CDO30_26965","NP_436839.2","dihydroxyacetone kinase subunit L","height, height.plast","DZA","both_traits"
"pSymB","CDO30_26975","NP_436841.2","ABC transporter permease","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27015","NP_436848.1","TRAP transporter small permease","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27020","NP_436849.1","GntR family transcriptional regulator","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27025","NP_436850.1","transcriptional regulator","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27035","NP_436852.1","sugar ABC transporter permease","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_27050","NP_436855.1","trehalose utilization protein ThuA","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27065","WP_017264406.1","hypothetical protein","height, height.plast","A17","both_traits"
"pSymB","CDO30_27070","NP_436858.1","sulfatase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27075","NP_436859.2","transporter","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27085","WP_017264403.1","DUF2950 domain-containing protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27095","NP_436860.1","formylglycine-generating enzyme family protein","height.plast","A17","plast_only"
"pSymB","CDO30_27100","NP_436861.2","alpha/beta hydrolase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27105","NP_436862.1","hypothetical protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27115","NP_436864.1","MFS transporter","height.plast","DZA","plast_only"
"pSymB","CDO30_27140","NP_436868.1","twin-arginine translocation pathway signal protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27150","NP_436870.1","AraC family transcriptional regulator","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27160","NP_436872.1","efflux RND transporter periplasmic adaptor subunit","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27185","NP_436876.1","DUF2291 domain-containing protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27200","NP_436879.1","gfo/Idh/MocA family oxidoreductase","height.plast","DZA","plast_only"
"pSymB","CDO30_27205","NP_436880.1","hypothetical protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27210","NP_436881.1","DUF3365 domain-containing protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27215","NP_436882.1","hybrid sensor histidine kinase/response regulator","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27225","NP_436884.1","adenylate cyclase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27230","NP_436885.1","hypothetical protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27235","NP_436886.1","hypothetical protein","height.plast","DZA","plast_only"
"pSymB","CDO30_27240","NP_436887.1","ion transporter","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27245","NP_436888.1","inositol monophosphatase","height","DZA","trait_only"
"pSymB","CDO30_27250","NP_436889.1","Fe(3+) ions import ATP-binding protein FbpC 1","height","DZA","trait_only"
"pSymB","CDO30_27255","NP_436890.2","iron ABC transporter permease","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27260","NP_436891.1","iron ABC transporter substrate-binding protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27265","NP_436892.1","LacI family transcriptional regulator","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27285","NP_436896.1","ABC transporter ATP-binding protein","height","DZA, A17","trait_only"
"pSymB","CDO30_27295","NP_436898.1","TRAP transporter large permease","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27305","NP_436900.1","TRAP transporter substrate-binding protein DctP","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27315","NP_436902.1","RidA family protein","height","DZA","trait_only"
"pSymB","CDO30_27325","NP_436904.1","NAD-dependent succinate-semialdehyde dehydrogenase","height.plast","DZA","plast_only"
"pSymB","CDO30_27330","NP_436905.1","aspartate aminotransferase family protein","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_27335","NP_436906.1","ABC transporter ATP-binding protein","height","DZA","trait_only"
"pSymB","CDO30_27340","NP_436907.1","ABC transporter permease","height.plast","A17","plast_only"
"pSymB","CDO30_27375","NP_436914.1","NADPH:quinone reductase","height","A17, DZA","trait_only"
"pSymB","CDO30_27380","NP_436915.1","sensor domain-containing diguanylate cyclase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27405","NP_436919.1","ribulose 1%2C5-bisphosphate carboxylase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27410","NP_436920.1","Hrp-dependent type III effector protein","height","DZA","trait_only"
"pSymB","CDO30_27415","NP_436921.1","dehydrogenase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27420","NP_436922.1","dehydrogenase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27440","NP_436926.1","hypothetical protein","height","DZA","trait_only"
"pSymB","CDO30_27450","NP_436928.1","alcohol dehydrogenase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27460","NP_436930.1","aldehyde dehydrogenase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27510","NP_436941.1","oxidoreductase","height, height.plast","A17","both_traits"
"pSymB","CDO30_27525","NP_436943.1","sn-glycerol 3-phosphate ABC transporter permease","height","DZA","trait_only"
"pSymB","CDO30_27535","NP_436945.1","sn-glycerol-3-phosphate import ATP-binding protein UgpC","height","DZA","trait_only"
"pSymB","CDO30_27555","NP_436949.1","aspartate aminotransferase family protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27560","NP_436950.1","NAD-dependent succinate-semialdehyde dehydrogenase","height","DZA","trait_only"
"pSymB","CDO30_27570","YP_002824530.1","PLP-dependent aminotransferase family protein","height","DZA","trait_only"
"pSymB","CDO30_27575","NP_436953.1","ectoine/hydroxyectoine ABC transporter ATP-binding protein EhuA","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27585","NP_436955.1","ectoine/hydroxyectoine ABC transporter permease subunit EhuC","height","DZA","trait_only"
"pSymB","CDO30_27590","NP_436956.1","ectoine/hydroxyectoine ABC transporter permease subunit EhuD","height.plast","DZA","plast_only"
"pSymB","CDO30_27595","NP_436957.1","ectoine utilization protein EutA","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27600","NP_436958.1","hydroxyectoine utilization dehydratase EutB","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27605","NP_436959.1","cyclodeaminase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27620","NP_436962.1","NarK/NasA family nitrate transporter","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27625","NP_436963.1","FadR family transcriptional regulator","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27630","NP_436964.1","ABC transporter substrate-binding protein","height.plast","DZA","plast_only"
"pSymB","CDO30_27645","NP_436967.1","L-idonate 5-dehydrogenase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27650","NP_436968.1","mannonate dehydratase","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_27655","NP_436969.1","GGDEF-domain containing protein","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_27680","NP_436974.1","hypothetical protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27695","NP_436977.1","TetR/AcrR family transcriptional regulator","height, height.plast","A17","both_traits"
"pSymB","CDO30_27710","NP_436980.1","NAD-dependent epimerase/dehydratase family protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27715","NP_436981.1","UDP-glucose 4-epimerase GalE","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27720","NP_436982.1","N-acetylglucosaminyltransferase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27725","NP_436983.1","DUF995 domain-containing protein","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_27730","NP_436984.1","beta-mannosidase","height","DZA","trait_only"
"pSymB","CDO30_27745","NP_436987.1","ROK family protein","height","DZA","trait_only"
"pSymB","CDO30_27805","NP_436997.1","VOC family protein","height","DZA","trait_only"
"pSymB","CDO30_27810","NP_436998.1","ABC transporter substrate-binding protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27815","NP_436999.1","ABC transporter permease","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27820","NP_437000.1","peptide ABC transporter permease","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27825","NP_437001.1","ABC transporter ATP-binding protein","height","DZA","trait_only"
"pSymB","CDO30_27830","NP_437002.1","FadR family transcriptional regulator","height","DZA","trait_only"
"pSymB","CDO30_27840","NP_437004.1","N-acetylglutaminylglutamine synthetase","height","DZA","trait_only"
"pSymB","CDO30_27845","NP_437005.1","transcriptional regulator","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27850","NP_437006.1","autoinducer 2 ABC transporter substrate-binding protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27855","NP_437007.1","sugar ABC transporter ATP-binding protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27860","NP_437008.1","ABC transporter permease","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27875","NP_437011.1","carbohydrate kinase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27885","YP_002122330.1","DUF899 domain-containing protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27895","NP_437014.1","oxidoreductase","height.plast","A17","plast_only"
"pSymB","CDO30_27900","NP_437015.1","3-ketoacyl-ACP reductase","height, height.plast","A17","both_traits"
"pSymB","CDO30_27905","NP_437016.1","LysR family transcriptional regulator","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27915","NP_437017.1","hypothetical protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27920",NA,"hypothetical protein","height","DZA","trait_only"
"pSymB","CDO30_27925","NP_437018.1","GMC family oxidoreductase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27930","NP_437019.1","carbohydrate kinase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27940","NP_437021.1","glycerol-3-phosphate dehydrogenase/oxidase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27945","NP_437022.1","aldo/keto reductase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27950","NP_437023.2","transcriptional regulator","height.plast","A17","plast_only"
"pSymB","CDO30_27955","NP_437024.1","ABC transporter permease","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27960","NP_437025.1","ribose import ATP-binding protein RbsA 2","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27965","YP_001312350.1","transporter","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27970","NP_437027.1","trifolitoxin immunity protein","height","DZA","trait_only"
"pSymB","CDO30_27975","NP_437028.1","L-arabinose ABC transporter permease AraH","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27980","NP_437029.1","arabinose import ATP-binding protein AraG","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_27985","NP_437030.1","arabinose ABC transporter substrate-binding protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_27990","NP_437031.1","FadR family transcriptional regulator","height","DZA, A17","trait_only"
"pSymB","CDO30_28000","NP_437033.1","short-chain dehydrogenase","height","DZA","trait_only"
"pSymB","CDO30_28010","NP_437034.1","hypothetical protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_28015","NP_437035.1","chemotaxis protein CheB","height, height.plast","DZA","both_traits"
"pSymB","CDO30_28020","NP_437036.1","chemotaxis protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_28135","NP_437053.1","sugar phosphate isomerase/epimerase","height","DZA","trait_only"
"pSymB","CDO30_28140","NP_437054.1","dehydrogenase","height","DZA","trait_only"
"pSymB","CDO30_28145","NP_437055.1","DUF2264 domain-containing protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_28150","NP_437056.1","LacI family transcriptional regulator","height","DZA","trait_only"
"pSymB","CDO30_28165","NP_437058.1","adenylate/guanylate cyclase domain-containing protein","height","DZA","trait_only"
"pSymB","CDO30_28215","NP_437065.1","DUF982 domain-containing protein","height.plast","DZA, A17","plast_only"
"pSymB","CDO30_28245","WP_013850963.1","hypothetical protein","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_28250","WP_012115592.1","hypothetical protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_28265","NP_437071.1","phospholipase","height","DZA","trait_only"
"pSymB","CDO30_28275","WP_014527394.1","hypothetical protein","height","DZA","trait_only"
"pSymB","CDO30_28290","NP_437075.2","cobalt transporter","height, height.plast","DZA","both_traits"
"pSymB","CDO30_28300","WP_014527389.1","DUF454 domain-containing protein","height.plast","A17","plast_only"
"pSymB","CDO30_28305","WP_017272401.1","hypothetical protein","height","DZA, A17","trait_only"
"pSymB","CDO30_28320","NP_437079.1","copper chaperone","height","DZA, A17","trait_only"
"pSymB","CDO30_28325","YP_001313738.1","glycosyl transferase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_28330","WP_003526551.1","nucleoside-diphosphate sugar epimerase","height","DZA, A17","trait_only"
"pSymB","CDO30_28335","NP_437082.1","glycosyltransferase family 92 protein","height","DZA, A17","trait_only"
"pSymB","CDO30_28345","NP_437083.1","3-deoxy-manno-octulosonate cytidylyltransferase","height, height.plast","A17","both_traits"
"pSymB","CDO30_28365","NP_437087.1","glycosyltransferase","height","DZA","trait_only"
"pSymB","CDO30_28370","YP_001313730.1","hypothetical protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_28395","NP_437093.2","ABC transporter ATP-binding protein","height, height.plast","A17","both_traits"
"pSymB","CDO30_28400","NP_437094.1","hypothetical protein","height","DZA","trait_only"
"pSymB","CDO30_28405","YP_001313723.1","membrane assembly protein AsmA","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_28420","NP_437099.1","Rieske family ferredoxin","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_28425","NP_437100.1","ferredoxin reductase","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_28430","NP_437101.1","3-methyl-2-oxobutanoate hydroxymethyltransferase","height, height.plast","A17","both_traits"
"pSymB","CDO30_28500","NP_437115.1","ABC transporter ATP-binding protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_28510","NP_437117.1","cell surface protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_28640","NP_437142.1","hypothetical protein","height","A17","trait_only"
"pSymB","CDO30_28675","NP_437147.1","transcriptional regulator","height, height.plast","DZA","both_traits"
"pSymB","CDO30_28680","NP_437148.1","hypothetical protein","height","DZA, A17","trait_only"
"pSymB","CDO30_28685","NP_437149.1","peptide ABC transporter substrate-binding protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_28695","NP_437151.1","ABC transporter permease","height, height.plast","DZA","both_traits"
"pSymB","CDO30_28700","NP_437152.1","ABC transporter ATP-binding protein","height","DZA, A17","trait_only"
"pSymB","CDO30_28705","NP_437153.1","capsule biosynthesis protein CapA","height, height.plast","DZA","both_traits"
"pSymB","CDO30_28715","WP_017270003.1","hypothetical protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_28730","NP_437156.1","DNA ligase D","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_28750","WP_014527326.1","hypothetical protein","height","DZA","trait_only"
"pSymB","CDO30_28755","NP_437159.1","nuclease","height, height.plast","DZA","both_traits"
"pSymB","CDO30_28770","WP_015456643.1","hypothetical protein","height","A17","trait_only"
"pSymB","CDO30_28775","YP_001314018.1","hypothetical protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_28780","NP_437160.1","hypothetical protein","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_29020","NP_437206.1","Ti-type conjugative transfer relaxase TraA","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_29030","YP_001313706.1","CoA transferase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_29035","NP_437209.1","carbohydrate ABC transporter substrate-binding protein","height","A17","trait_only"
"pSymB","CDO30_29040","NP_437210.1","glycosyl hydrolase","height.plast","A17","plast_only"
"pSymB","CDO30_29045","NP_437211.1","N-acetyltransferase","height.plast","A17","plast_only"
"pSymB","CDO30_29055","NP_437213.1","argininosuccinate lyase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_29065","NP_437215.2","amino acid ABC transporter ATP-binding protein","height.plast","DZA","plast_only"
"pSymB","CDO30_29070","NP_437216.1","ABC transporter substrate-binding protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_29075","WP_014530525.1","MmgE/PrpD family protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_29080","NP_437219.1","polysaccharide deacetylase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_29090","NP_437220.1","amidohydrolase","height","DZA","trait_only"
"pSymB","CDO30_29095","NP_437221.1","IclR family transcriptional regulator","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_29100","NP_437222.1","sugar ABC transporter substrate-binding protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_29105","NP_437223.2","sugar ABC transporter permease","height, height.plast","DZA","both_traits"
"pSymB","CDO30_29110","NP_437224.1","carbohydrate ABC transporter permease","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_29115","NP_437225.1","ABC transporter ATP-binding protein","height","DZA, A17","trait_only"
"pSymB","CDO30_29130","NP_437228.1","gfo/Idh/MocA family oxidoreductase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_29140","NP_437230.1","NAD(P)-dependent oxidoreductase","height","DZA","trait_only"
"pSymB","CDO30_29145","NP_437231.1","2-hydroxyhepta-2%2C4-diene-1%2C7-dioate isomerase","height","DZA","trait_only"
"pSymB","CDO30_29155","NP_437233.1","ABC transporter substrate-binding protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_29160","YP_001313261.1","two-component system response regulator","height","DZA","trait_only"
"pSymB","CDO30_29165","NP_437235.1","antibiotic resistance protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_29180","NP_437238.2","gluconokinase","height","DZA","trait_only"
"pSymB","CDO30_29190","NP_437240.1","isovaleryl-CoA dehydrogenase","height","DZA","trait_only"
"pSymB","CDO30_29195","NP_437241.1","methylcrotonoyl-CoA carboxylase","height","DZA","trait_only"
"pSymB","CDO30_29200","NP_437242.1","RidA family protein","height, height.plast","A17","both_traits"
"pSymB","CDO30_29205","NP_437243.1","acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha","height, height.plast","DZA","both_traits"
"pSymB","CDO30_29220","NP_437246.1","DUF2384 domain-containing protein","height","DZA","trait_only"
"pSymB","CDO30_29225","NP_437247.1","hypothetical protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_29230","YP_001313273.1","FAD-binding oxidoreductase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_29240","YP_001313275.1","sulfate ABC transporter permease subunit CysW","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_29245","YP_001313276.1","sulfate ABC transporter permease subunit CysT","height","DZA","trait_only"
"pSymB","CDO30_29255","NP_437253.1","alanine racemase","height.plast","A17","plast_only"
"pSymB","CDO30_29275","NP_437257.1","amino acid ABC transporter ATP-binding protein","height","DZA","trait_only"
"pSymB","CDO30_29280","NP_437258.1","RidA family protein","height","DZA","trait_only"
"pSymB","CDO30_29305","NP_437263.1","carbohydrate ABC transporter permease","height","A17","trait_only"
"pSymB","CDO30_29310","NP_437264.2","sugar ABC transporter permease","height","DZA","trait_only"
"pSymB","CDO30_29320","NP_437265.1","ABC transporter substrate-binding protein","height","DZA","trait_only"
"pSymB","CDO30_29325","NP_437266.1","sugar kinase","height","DZA","trait_only"
"pSymB","CDO30_29330","NP_437267.1","sulfate adenylyltransferase small subunit","height","DZA","trait_only"
"pSymB","CDO30_29340","NP_437269.1","3'(2')%2C5'-bisphosphate nucleotidase CysQ","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_29350","NP_437271.1","carbamoyl phosphate synthase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_29365","NP_437273.1","calcium-binding protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_29370","NP_437274.1","glycosyl transferase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_29375","NP_437275.1","glycosyltransferase family 1 protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_29380","WP_015243130.1","polysaccharide biosynthesis protein","height","DZA","trait_only"
"pSymB","CDO30_29385","NP_437279.1","methionyl-tRNA formyltransferase","height","DZA","trait_only"
"pSymB","CDO30_29400","WP_003531367.1","pectate lyase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_29405","NP_437284.1","chain-length determining protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_29410","NP_437285.1","lipid A core--O-antigen ligase","height","DZA","trait_only"
"pSymB","CDO30_29420","NP_437287.1","heparan sulfate glucosamine 3-O-sulfotransferase","height","DZA","trait_only"
"pSymB","CDO30_29425","NP_437288.1","hypothetical protein","height","DZA","trait_only"
"pSymB","CDO30_29435","NP_437290.2","sugar transferase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_29440","NP_437291.1","PIG-L family deacetylase","height","DZA","trait_only"
"pSymB","CDO30_29445","NP_437292.1","DegT/DnrJ/EryC1/StrS aminotransferase family protein","height","DZA","trait_only"
"pSymB","CDO30_29455","NP_437294.1","glycosyltransferase family 4 protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_29460","NP_437295.1","mechanosensitive ion channel family protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_29465","NP_437296.1","glycosyl transferase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_29475","NP_437298.1","MBL fold metallo-hydrolase","height, height.plast","DZA","both_traits"
"pSymB","CDO30_29485","YP_001313322.1","UDP-N-acetyl-D-glucosamine dehydrogenase","height","DZA","trait_only"
"pSymB","CDO30_29490","YP_002823436.1","adenylate/guanylate cyclase domain-containing protein","height","DZA","trait_only"
"pSymB","CDO30_29500","NP_437304.1","ABC transporter ATP-binding protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_29505","NP_437305.1","peptide ABC transporter substrate-binding protein","height, height.plast","DZA","both_traits"
"pSymB","CDO30_29525","NP_437309.1","colanic acid biosynthesis glycosyltransferase WcaL","height, height.plast","DZA","both_traits"
"pSymB","CDO30_29530","NP_437310.1","glycosyl transferase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_29540","YP_001313333.1","ABC transporter ATP-binding protein","height","DZA","trait_only"
"pSymB","CDO30_29555","NP_437316.1","LacI family transcriptional regulator","height","DZA","trait_only"
"pSymB","CDO30_29560","NP_437317.1","ABC transporter substrate-binding protein","height","DZA","trait_only"
"pSymB","CDO30_29565","NP_437318.1","spermidine/putrescine ABC transporter permease","height, height.plast","A17, DZA","both_traits"
"pSymB","CDO30_29570","NP_437319.1","spermidine/putrescine ABC transporter ATP-binding protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_29580","NP_437321.1","nucleoside hydrolase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_29585","NP_437322.1","adenine deaminase","height","DZA","trait_only"
"pSymB","CDO30_29610","NP_437327.1","allantoicase","height","DZA","trait_only"
"pSymB","CDO30_29615","NP_437328.1","polysaccharide deacetylase","height","DZA","trait_only"
"pSymB","CDO30_29630","NP_437331.1","xanthine dehydrogenase molybdopterin binding subunit","height","DZA","trait_only"
"pSymB","CDO30_29655","NP_437336.1","cysteine desulfurase","height","DZA","trait_only"
"pSymB","CDO30_29670","YP_001313357.1","molecular chaperone Hsp20","height","DZA","trait_only"
"pSymB","CDO30_29685","NP_437342.1","hypothetical protein","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_29690","NP_437343.1","DeoR/GlpR transcriptional regulator","height","DZA","trait_only"
"pSymB","CDO30_29700","NP_437345.1","aldehyde dehydrogenase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_29705","NP_437346.1","fucose-binding protein","height.plast","A17","plast_only"
"pSymB","CDO30_29710","NP_437347.1","ABC transporter ATP-binding protein","height.plast","A17","plast_only"
"pSymB","CDO30_29715","NP_437348.1","dimethylarginine dimethylaminohydrolase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_29720","NP_437349.3","mercuric reductase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_29725","NP_437350.1","ABC transporter substrate-binding protein","height.plast","A17","plast_only"
"pSymB","CDO30_29730","NP_437351.1","ABC transporter permease","height, height.plast","DZA","both_traits"
"pSymB","CDO30_29735","NP_437352.1","amino acid ABC transporter ATP-binding protein","height","DZA","trait_only"
"pSymB","CDO30_29740","NP_437353.1","ABC transporter","height","DZA","trait_only"
"pSymB","CDO30_29745","NP_437354.1","gfo/Idh/MocA family oxidoreductase","height","DZA","trait_only"
"pSymB","CDO30_29750","NP_437355.1","sugar ABC transporter permease","height","DZA","trait_only"
"pSymB","CDO30_29760","NP_437357.1","ABC transporter substrate-binding protein","height.plast","A17","plast_only"
"pSymB","CDO30_29765","NP_437358.1","ABC transporter ATP-binding protein","height","DZA","trait_only"
"pSymB","CDO30_29815","NP_437368.1","MFS transporter","height","DZA","trait_only"
"pSymB","CDO30_29830","NP_437371.1","histidine ammonia-lyase","height.plast","A17","plast_only"
"pSymB","CDO30_29840","NP_437373.1","group II intron reverse transcriptase/maturase","height, height.plast","DZA, A17","both_traits"
"pSymB","CDO30_29845","NP_437374.1","MFS transporter","height","DZA","trait_only"
"pSymB","CDO30_29855","NP_437376.1","phosphonate metabolism protein/1%2C5-bisphosphokinase (PRPP-forming) PhnN","height","DZA","trait_only"
"pSymB","CDO30_29895","NP_437384.1","trimethylamine--corrinoid methyltransferase","height","DZA","trait_only"
"pSymB","CDO30_29905","NP_437386.1","LysR family transcriptional regulator","height","DZA","trait_only"
"pSymB","CDO30_29920","NP_437389.1","molecular chaperone HtpG","height","DZA","trait_only"
"pSymB","CDO30_29925","NP_437390.1","acetate kinase","height","DZA","trait_only"
