"region","gene_ID","RefSeq_ID","ncbi_func","no_vars","no_traits","min_ps","max_ps","no_effects","min_score","max_score","ave_abs_score","ave_af","assocs","host"
"pSymB","CDO30_25605","YP_001312837.1","hypothetical protein",3,3,110179,110284,4,-0.3052916,0.2602658,0.24490425,0.14025,"height1+(A17-2)[1], leaf1-(DZA-1)[1], leaf1-(A17-4)[1], nod+(A17-2)[1]","Both"
"pSymB","CDO30_25620","NP_436578.1","ABC transporter permease",1,3,114089,114089,3,-0.2994549,-0.2526804,0.2758285,0.105,"chloro1-(DZA-3)[1], height1-(DZA-3)[1], shoot-(DZA-3)[1]","DZA only"
"pSymB","CDO30_25630","NP_436580.1","shikimate dehydrogenase",2,3,115782,115911,3,-0.1585947,0.07272243,0.0837771833333333,0.323,"chloro1-(DZA-3)[1], chloro.plast-(DZA-13)[1], shoot.plast+(DZA-13)[1]","DZA only"
"pSymB","CDO30_25640","NP_436582.1","PLP-dependent aminotransferase family protein",2,3,116845,118105,4,-0.2670649,0.3155572,0.2199106475,0.168,"height1-(DZA-3)[1], nod+(DZA-3)[1], nod-(A17-4)[1], shoot.plast-(DZA-13)[1]","Both"
"pSymB","CDO30_25645","NP_436583.1","EamA/RhaT family transporter",2,5,118365,118372,5,0.04982441,0.3114326,0.168075048,0.2368,"height1+(DZA-3)[1], leaf1+(A17-4)[1], shoot+(A17-4)[1], height.plast+(DZA-13)[1], leaf.plast+(A17-24)[1]","Both"
"pSymB","CDO30_25655","NP_436585.1","hypothetical protein",2,4,120642,120849,4,0.01846437,0.164305,0.0975638325,0.42275,"height1+(DZA-3)[1], nod.weight+(A17-4)[1], chloro.plast+(DZA-13)[1], height.plast+(DZA-13)[1]","Both"
"pSymB","CDO30_25660","NP_436586.1","glycosyl transferase",1,6,121569,121569,6,-0.2337249,0.2807955,0.15979134,0.12,"height1+(DZA-1)[1], shoot+(DZA-1)[1], nod-(A17-4)[1], chloro.plast-(DZA-13)[1], height.plast-(DZA-13)[1], shoot.plast-(DZA-13)[1]","Both"
"pSymB","CDO30_25665","NP_436587.1","replication initiation protein RepC",1,1,123812,123812,1,0.3091619,0.3091619,0.3091619,0.089,"leaf1+(DZA-3)[1]","DZA only"
"pSymB","CDO30_25670","NP_436588.1","plasmid partitioning protein RepB",4,5,124227,124792,8,-0.1968348,0.4757451,0.2916975125,0.10525,"chloro1+(DZA-1)[1], height1+(DZA-1)[2], shoot+(DZA-1)[2], nod.weight-(DZA-3)[1], shoot.plast-(DZA-13)[2]","DZA only"
"pSymB","CDO30_25685","NP_436591.1","histidine utilization repressor",1,2,127720,127720,2,-0.3489114,0.3368899,0.34290065,0.073,"shoot-(A17-4)[1], nod+(A17-2)[1]","A17 only"
"pSymB","CDO30_25690","NP_436592.1","elongation factor G",4,5,128434,129202,8,-0.1930616,0.2102151,0.13696227,0.335625,"height1+(DZA-3)[1], nod+(DZA-1)[1], nod.weight-(DZA-3)[2], nod.weight+(A17-4)[1], height.plast+(DZA-13)[2], shoot.plast+(DZA-13)[1]","Both"
"pSymB","CDO30_25695","NP_436593.1","hypothetical protein",1,4,130354,130354,4,-0.0733871,0.2076372,0.12682159,0.194,"chloro1+(DZA-1)[1], height1+(DZA-1)[1], height.plast-(DZA-13)[1], leaf.plast-(A17-24)[1]","Both"
"pSymB","CDO30_25700","NP_436594.1","alpha/beta hydrolase",3,7,130562,131049,10,-0.3547835,0.5012553,0.33031006,0.0621,"chloro1+(DZA-1)[1], height1+(DZA-1)[1], height1+(A17-2)[1], leaf1+(DZA-3)[1], shoot+(DZA-1)[1], nod+(A17-2)[1], nod+(A17-4)[1], nod.weight-(A17-4)[1], shoot.plast-(DZA-13)[1], shoot.plast-(A17-24)[1]","Both"
"pSymB","CDO30_25705","NP_436595.1","GlxA family transcriptional regulator",1,2,132290,132290,2,-0.2405114,-0.2302481,0.23537975,0.094,"height1-(DZA-3)[1], leaf1-(DZA-3)[1]","DZA only"
"pSymB","CDO30_25710","NP_436596.1","ABC transporter substrate-binding protein",1,3,134969,134969,3,-0.1073018,0.2563023,0.13926427,0.068,"chloro1+(A17-2)[1], chloro.plast-(A17-24)[1], height.plast-(A17-24)[1]","A17 only"
"pSymB","CDO30_25715","NP_436597.1","iron ABC transporter permease",2,3,135670,136012,4,-0.2479652,0.269073,0.15061603,0.08125,"chloro1+(A17-2)[1], nod.weight-(DZA-1)[1], chloro.plast-(DZA-13)[1], chloro.plast-(A17-24)[1]","Both"
"pSymB","CDO30_25720","NP_436598.1","ABC transporter ATP-binding protein",1,2,136316,136316,2,0.3133411,0.3318482,0.32259465,0.079,"height1+(DZA-1)[1], shoot+(DZA-1)[1]","DZA only"
"pSymB","CDO30_25725","NP_436599.1","SAM-dependent methyltransferase",3,4,137181,137565,7,-0.329146,0.2581598,0.146665905714286,0.170428571428571,"chloro1+(A17-2)[1], chloro1-(A17-4)[1], nod.weight-(A17-4)[1], chloro.plast-(A17-24)[2], height.plast-(A17-24)[2]","A17 only"
"pSymB","CDO30_25760","WP_010968459.1","helix-turn-helix domain-containing protein",1,1,140922,140922,1,-0.1675751,-0.1675751,0.1675751,0.267,"chloro1-(A17-4)[1]","A17 only"
"pSymB","CDO30_25765","NP_436605.1","hypothetical protein",1,1,141808,141808,1,-0.02889245,-0.02889245,0.02889245,0.126,"chloro.plast-(DZA-13)[1]","DZA only"
"pSymB","CDO30_25775","NP_436607.1","DNA-binding protein",1,1,142458,142458,1,-0.02944828,-0.02944828,0.02944828,0.366,"chloro.plast-(A17-24)[1]","A17 only"
"pSymB","CDO30_25785","NP_436609.1","sodium:alanine symporter family protein",2,4,144116,144698,5,-0.08648382,0.2024617,0.095785266,0.2618,"height1+(DZA-3)[1], height.plast+(DZA-13)[1], leaf.plast+(DZA-13)[1], leaf.plast-(DZA-13)[1], shoot.plast+(DZA-13)[1]","DZA only"
"pSymB","CDO30_25790","NP_436610.1","SulP family inorganic anion transporter",1,1,146645,146645,1,-0.1788932,-0.1788932,0.1788932,0.293,"height1-(DZA-3)[1]","DZA only"
"pSymB","CDO30_25795","NP_436611.1","MFS transporter",2,3,147273,147447,4,0.04734046,0.4148262,0.248391015,0.2405,"height1+(DZA-1)[1], height1+(DZA-3)[1], shoot+(DZA-1)[1], height.plast+(DZA-13)[1]","DZA only"
"pSymB","CDO30_25805","NP_436613.1","NAD(P)-dependent oxidoreductase",1,2,150669,150669,2,-0.1883519,0.05955719,0.123954545,0.251,"height1-(DZA-3)[1], leaf.plast+(A17-24)[1]","Both"
"pSymB","CDO30_25810","NP_436614.1","hypothetical protein",1,1,150970,150970,1,-0.1781866,-0.1781866,0.1781866,0.262,"height1-(DZA-3)[1]","DZA only"
"pSymB","CDO30_25820","NP_436616.1","short-chain dehydrogenase",5,5,151945,152252,9,-0.04129061,0.3415891,0.145159393333333,0.163444444444444,"chloro1+(A17-2)[1], height1+(DZA-3)[1], leaf1+(DZA-3)[3], chloro.plast-(DZA-13)[1], chloro.plast-(A17-24)[2], leaf.plast+(DZA-13)[1]","Both"
"pSymB","CDO30_25825","NP_436617.1","sensor histidine kinase",6,5,152705,154168,8,-0.2547259,0.3133957,0.15637113125,0.128375,"height1+(DZA-1)[1], leaf1+(DZA-3)[1], shoot+(DZA-1)[1], nod-(DZA-1)[1], chloro.plast-(A17-24)[4]","Both"
"pSymB","CDO30_25830","NP_436618.1","DNA-binding response regulator",2,5,154878,154897,5,-0.1860829,0.2219781,0.1716914,0.1584,"chloro1+(A17-2)[1], leaf1+(DZA-1)[1], shoot-(A17-2)[1], nod+(A17-2)[1], chloro.plast-(A17-24)[1]","Both"
"pSymB","CDO30_25840","NP_436619.1","hemolysin D",12,9,155895,158905,33,-0.1964835,0.2889373,0.135323323636364,0.288666666666667,"chloro1+(A17-2)[2], height1-(DZA-3)[3], leaf1-(DZA-3)[3], shoot-(A17-2)[5], shoot-(DZA-3)[3], nod-(A17-2)[1], nod.weight+(DZA-3)[1], nod.weight-(A17-4)[1], chloro.plast-(A17-24)[3], leaf.plast-(DZA-13)[2], leaf.plast+(DZA-13)[1], shoot.plast-(DZA-13)[7], shoot.plast+(A17-24)[1]","Both"
"pSymB","CDO30_25845","NP_436620.2","glutathione-dependent formaldehyde dehydrogenase",2,5,159526,159967,7,-0.2089838,0.2362824,0.156966867142857,0.154571428571429,"chloro1+(A17-2)[1], nod+(A17-2)[2], nod.weight-(A17-4)[1], chloro.plast-(A17-24)[2], shoot.plast-(A17-24)[1]","A17 only"
"pSymB","CDO30_25850","NP_436621.1","metallophosphoesterase",2,2,160380,160635,2,0.05798258,0.3058065,0.18189454,0.136,"leaf1+(DZA-3)[1], leaf.plast+(A17-24)[1]","Both"
"pSymB","CDO30_25855","NP_436622.1","hypothetical protein",3,5,161663,161726,6,0.07333654,0.3539057,0.231207973333333,0.123166666666667,"chloro1+(A17-2)[2], leaf1+(DZA-3)[1], nod+(A17-2)[1], nod.weight+(DZA-3)[1], leaf.plast+(DZA-13)[1]","Both"
"pSymB","CDO30_25875","NP_436626.1","PepSY domain-containing protein",1,4,163021,163021,4,0.07273419,0.2611449,0.1801028225,0.157,"leaf1+(DZA-3)[1], nod+(A17-2)[1], nod.weight+(DZA-3)[1], leaf.plast+(DZA-13)[1]","Both"
"pSymB","CDO30_25880","NP_436627.1","hypothetical protein",2,3,163452,163909,4,-0.2320673,0.3325582,0.256952125,0.13625,"height1+(DZA-1)[2], shoot+(DZA-1)[1], nod-(DZA-1)[1]","DZA only"
"pSymB","CDO30_25885","NP_436628.1","protein-L-isoaspartate O-methyltransferase",9,8,164192,165431,15,-0.3113641,0.3681093,0.193855876,0.171666666666667,"height1+(DZA-1)[1], leaf1+(DZA-1)[1], shoot+(DZA-1)[2], nod-(DZA-1)[1], nod+(A17-2)[1], nod+(A17-4)[1], nod.weight-(A17-4)[3], chloro.plast-(DZA-13)[2], height.plast-(DZA-13)[1], shoot.plast-(DZA-13)[1], shoot.plast-(A17-24)[1]","Both"
"pSymB","CDO30_25890","NP_436629.1","hypothetical protein",1,2,166329,166329,2,0.1642343,0.187164,0.17569915,0.403,"height1+(DZA-3)[1], nod.weight+(A17-4)[1]","Both"
"pSymB","CDO30_25905","YP_001312786.1","EEP domain-containing protein",2,3,167426,167609,3,0.0738425,0.3293221,0.219879833333333,0.115,"chloro1+(A17-2)[1], nod+(A17-2)[1], leaf.plast+(A17-24)[1]","A17 only"
"pSymB","CDO30_25910","NP_436633.1","lysylphosphatidylglycerol synthetase family protein",5,8,168616,169046,13,-0.3690871,0.3459172,0.231335581538462,0.140384615384615,"chloro1+(A17-2)[2], height1-(A17-4)[1], shoot-(A17-4)[1], nod+(A17-2)[2], nod+(A17-4)[2], nod.weight-(A17-4)[2], chloro.plast-(A17-24)[1], leaf.plast-(A17-24)[1], shoot.plast-(A17-24)[1]","A17 only"
"pSymB","CDO30_25915","NP_436634.1","phospholipase",5,4,169323,170543,10,-0.3118175,0.3164801,0.241691959,0.1417,"height1-(DZA-1)[1], height1+(A17-4)[1], leaf1-(DZA-1)[1], leaf1+(DZA-1)[2], leaf1-(DZA-3)[1], nod+(A17-2)[1], nod-(A17-2)[2], leaf.plast-(DZA-13)[1]","Both"
"pSymB","CDO30_25920","NP_436635.1","pyruvate oxidase",5,9,170800,172275,19,-0.2677412,0.3062453,0.197782135789474,0.165631578947368,"chloro1+(DZA-1)[1], chloro1+(A17-2)[1], height1+(DZA-1)[1], leaf1+(DZA-1)[2], leaf1-(DZA-1)[2], leaf1-(DZA-3)[2], shoot+(DZA-1)[1], nod-(A17-2)[2], nod+(A17-2)[1], chloro.plast-(A17-24)[1], height.plast-(DZA-13)[2], leaf.plast-(DZA-13)[2], shoot.plast-(DZA-13)[1]","Both"
"pSymB","CDO30_25925","NP_436636.1","sensory rhodopsin transducer",1,2,172826,172826,2,-0.07758393,-0.03384172,0.055712825,0.183,"chloro.plast-(A17-24)[1], shoot.plast-(DZA-13)[1]","Both"
"pSymB","CDO30_25930","NP_436637.1","oxidoreductase",4,5,173205,174045,6,-0.3131203,0.1365672,0.22949474,0.199,"chloro1+(A17-2)[1], height1-(DZA-1)[1], leaf1-(DZA-1)[2], nod.weight-(A17-2)[1], chloro.plast-(A17-24)[1]","Both"
"pSymB","CDO30_25935","NP_436638.1","sensory rhodopsin transducer",3,4,174274,174597,5,-0.03426387,0.2300722,0.102417824,0.3078,"height1+(DZA-1)[1], shoot+(DZA-1)[1], chloro.plast-(DZA-13)[1], chloro.plast-(A17-24)[1], leaf.plast+(DZA-13)[1]","Both"
"pSymB","CDO30_25940","NP_436639.1","maltose alpha-D-glucosyltransferase",9,8,174820,176276,32,-0.2593376,0.3537887,0.1924971728125,0.215625,"chloro1+(DZA-1)[2], height1+(DZA-1)[2], height1+(DZA-3)[2], height1-(DZA-3)[4], leaf1+(DZA-1)[4], leaf1-(DZA-3)[4], leaf1-(A17-4)[1], shoot+(DZA-1)[2], nod-(DZA-1)[1], nod.weight-(DZA-3)[1], nod.weight+(DZA-3)[1], height.plast-(DZA-13)[2], height.plast+(DZA-13)[1], leaf.plast-(DZA-13)[4], leaf.plast-(A17-24)[1]","Both"
"pSymB","CDO30_25945","NP_436640.1","LLM class F420-dependent oxidoreductase",3,6,177197,177242,12,-0.2955653,0.2559263,0.1931844825,0.175416666666667,"height1-(DZA-3)[1], leaf1+(DZA-1)[2], leaf1-(DZA-3)[2], shoot-(A17-4)[1], nod-(A17-2)[1], nod-(A17-4)[1], nod.weight-(A17-4)[1], leaf.plast-(DZA-13)[2], leaf.plast-(A17-24)[1]","Both"
"pSymB","CDO30_25950","NP_436641.1","hydroxyglutarate oxidase",6,6,177521,178569,23,-0.256106,0.2679595,0.172597093913043,0.252869565217391,"height1-(DZA-3)[2], height1+(DZA-3)[1], height1+(A17-4)[1], leaf1+(DZA-1)[4], leaf1-(DZA-1)[1], leaf1-(DZA-3)[3], leaf1-(A17-4)[1], leaf1+(A17-4)[1], nod.weight+(DZA-3)[1], height.plast-(DZA-13)[1], height.plast+(DZA-13)[1], leaf.plast-(DZA-13)[4], leaf.plast+(DZA-13)[1], shoot.plast+(DZA-13)[1]","Both"
"pSymB","CDO30_25955","NP_436642.1","sigma-54-dependent Fis family transcriptional regulator",10,8,179321,180573,32,-0.2440228,0.3601109,0.1916349303125,0.23653125,"chloro1-(DZA-3)[1], chloro1+(DZA-3)[1], height1-(DZA-1)[1], height1+(DZA-1)[1], height1+(DZA-3)[1], height1-(DZA-3)[1], height1+(A17-4)[3], leaf1-(DZA-1)[1], leaf1+(DZA-1)[3], leaf1+(A17-4)[5], leaf1-(A17-4)[1], shoot+(DZA-1)[1], shoot-(A17-4)[1], nod-(DZA-1)[1], height.plast+(DZA-13)[1], height.plast-(DZA-13)[1], leaf.plast-(DZA-13)[2], leaf.plast+(A17-24)[5], shoot.plast-(DZA-13)[1]","Both"
"pSymB","CDO30_25960","NP_436643.1","FAD-dependent oxidoreductase",6,9,181173,182311,23,-0.4033185,0.3285794,0.189763002173913,0.242869565217391,"chloro1+(A17-2)[1], height1-(DZA-3)[1], height1-(A17-4)[1], leaf1+(DZA-1)[4], leaf1-(DZA-3)[1], leaf1-(A17-4)[3], shoot-(A17-4)[2], nod+(A17-4)[1], nod.weight-(A17-4)[1], height.plast-(DZA-13)[1], leaf.plast-(DZA-13)[3], leaf.plast-(A17-24)[1], leaf.plast+(A17-24)[1], shoot.plast-(DZA-13)[1], shoot.plast-(A17-24)[1]","Both"
"pSymB","CDO30_25965","NP_436644.1","anion permease",3,7,182825,183433,17,-0.1695899,0.245267,0.124855757647059,0.328529411764706,"height1+(DZA-3)[1], height1-(DZA-3)[1], leaf1+(DZA-1)[2], leaf1-(DZA-3)[2], shoot+(DZA-1)[1], shoot-(A17-2)[2], chloro.plast+(A17-24)[1], height.plast-(DZA-13)[2], leaf.plast-(DZA-13)[2], leaf.plast+(A17-24)[1], shoot.plast-(DZA-13)[1], shoot.plast+(A17-24)[1]","Both"
"pSymB","CDO30_25970","YP_001312773.1","GntR family transcriptional regulator",1,3,184241,184241,3,0.05352596,0.1663147,0.128157853333333,0.398,"leaf1+(A17-4)[1], shoot+(A17-4)[1], leaf.plast+(A17-24)[1]","A17 only"
"pSymB","CDO30_25975","NP_436646.1","FadR family transcriptional regulator",2,7,184382,184687,9,-0.2981413,0.2277583,0.198495248888889,0.152,"chloro1+(DZA-3)[1], height1-(A17-4)[1], leaf1-(DZA-1)[1], leaf1-(A17-4)[1], shoot-(A17-4)[1], nod.weight-(A17-4)[1], leaf.plast+(DZA-13)[1], leaf.plast-(A17-24)[1], shoot.plast-(A17-24)[1]","Both"
"pSymB","CDO30_25980","NP_436647.1","dihydrodipicolinate synthase family protein",1,1,185185,185185,1,0.3075999,0.3075999,0.3075999,0.058,"chloro1+(DZA-3)[1]","DZA only"
"pSymB","CDO30_25985","NP_436648.1","peptide ABC transporter substrate-binding protein",4,7,186581,187664,10,-0.2735772,0.2552124,0.200617493,0.1781,"height1-(A17-4)[1], leaf1-(A17-4)[2], shoot-(A17-4)[2], nod+(A17-4)[1], nod.weight-(A17-2)[1], nod.weight-(A17-4)[1], leaf.plast-(A17-24)[1], shoot.plast-(A17-24)[1]","A17 only"
"pSymB","CDO30_25990","NP_436649.1","ABC transporter permease",3,4,188151,188390,4,0.05397852,0.257408,0.15688983,0.11675,"height1+(DZA-3)[1], nod.weight+(DZA-3)[1], height.plast+(DZA-13)[1], leaf.plast+(A17-24)[1]","Both"
"pSymB","CDO30_25995","NP_436650.1","ABC transporter permease",4,5,188845,189619,12,-0.352178,0.3042333,0.232670941666667,0.193083333333333,"height1-(A17-4)[1], shoot-(A17-4)[2], nod+(DZA-3)[1], nod+(A17-4)[3], nod.weight-(DZA-1)[1], nod.weight-(A17-4)[3], shoot.plast-(A17-24)[1]","Both"
"pSymB","CDO30_26000","NP_436651.1","ABC transporter ATP-binding protein",3,4,189760,191020,9,-0.2568732,0.4416361,0.268720744444444,0.145333333333333,"height1-(A17-4)[1], shoot-(A17-4)[2], nod+(DZA-3)[1], nod+(A17-4)[2], nod.weight-(DZA-1)[2], nod.weight+(DZA-1)[1]","Both"
"pSymB","CDO30_26005","NP_436652.1","EamA/RhaT family transporter",2,3,191421,191918,4,-0.2487469,0.3292712,0.262475925,0.13,"shoot-(A17-4)[1], nod+(DZA-3)[1], nod+(A17-4)[1], nod.weight+(DZA-1)[1]","Both"
"pSymB","CDO30_26010","NP_436653.1","2-hydroxyacid dehydrogenase",4,4,192534,193044,7,-0.1650079,0.441217,0.19709841,0.267714285714286,"chloro1-(A17-2)[1], chloro1+(A17-2)[1], chloro1+(DZA-3)[1], leaf1+(DZA-3)[1], nod.weight+(DZA-1)[1], chloro.plast+(A17-24)[1], chloro.plast-(A17-24)[1]","Both"
"pSymB","CDO30_26015","NP_436654.1","ribonuclease activity regulator RraA",2,3,193352,193814,6,-0.04033778,0.2810861,0.180271678333333,0.157,"chloro1+(A17-2)[2], nod+(A17-2)[2], chloro.plast-(A17-24)[2]","A17 only"
"pSymB","CDO30_26020","NP_436655.1","dihydroxy-acid dehydratase",4,10,194079,194485,16,-0.3390831,0.2651047,0.20184832125,0.186625,"chloro1+(A17-2)[2], chloro1+(DZA-3)[1], height1-(A17-2)[1], leaf1-(A17-2)[1], leaf1-(A17-4)[1], shoot-(A17-2)[1], shoot+(DZA-3)[1], shoot-(A17-4)[1], nod+(DZA-3)[1], nod+(A17-4)[1], nod.weight-(A17-4)[1], chloro.plast-(A17-24)[1], height.plast+(A17-24)[1], leaf.plast+(A17-24)[1], shoot.plast+(A17-24)[1]","Both"
"pSymB","CDO30_26025","NP_436656.1","amylo-alpha-1%2C6-glucosidase",7,6,196128,197664,18,-0.3153345,0.2674174,0.162542158888889,0.304,"chloro1+(A17-2)[5], shoot-(A17-4)[2], nod+(A17-2)[3], nod+(DZA-3)[2], chloro.plast-(A17-24)[4], leaf.plast+(DZA-13)[1], shoot.plast-(A17-24)[1]","Both"
"pSymB","CDO30_26030","NP_436657.1","glycosyltransferase family 4 protein",2,3,198245,198765,3,-0.3173568,-0.09544117,0.19083889,0.171333333333333,"chloro1-(A17-2)[1], leaf1-(A17-4)[1], leaf.plast-(A17-24)[1]","A17 only"
"pSymB","CDO30_26040","NP_436658.1","RidA family protein",1,5,199927,199927,5,-0.3053846,0.3115481,0.23770822,0.063,"leaf1-(DZA-3)[1], shoot+(DZA-1)[1], nod-(A17-2)[1], leaf.plast-(DZA-13)[1], shoot.plast-(DZA-13)[1]","Both"
"pSymB","CDO30_26060","NP_436662.1","hypothetical protein",1,6,201586,201586,6,-0.3541265,0.3867918,0.3166633,0.052,"height1-(DZA-3)[1], leaf1+(DZA-1)[1], shoot-(DZA-3)[1], nod-(A17-4)[1], nod.weight+(DZA-1)[1], leaf.plast-(DZA-13)[1]","Both"
"pSymB","CDO30_26065","WP_013112340.1","hypothetical protein",1,2,201716,201716,2,-0.2448067,0.2573731,0.2510899,0.11,"leaf1+(A17-4)[1], nod.weight-(A17-2)[1]","A17 only"
"pSymB","CDO30_26075","NP_436664.1","ABC transporter ATP-binding protein",3,6,203059,203521,6,-0.1587542,0.383338,0.175853695,0.236833333333333,"chloro1-(A17-2)[1], height1+(DZA-3)[1], leaf1+(DZA-3)[1], nod.weight+(DZA-1)[1], leaf.plast+(DZA-13)[1], shoot.plast+(DZA-13)[1]","Both"
"pSymB","CDO30_26080","NP_436665.1","ABC transporter permease",1,3,204451,204451,3,-0.3590376,-0.1072178,0.266950933333333,0.063,"leaf1-(DZA-1)[1], shoot-(DZA-1)[1], height.plast-(A17-24)[1]","Both"
"pSymB","CDO30_26090","YP_001312749.1","BMP family ABC transporter substrate-binding protein",1,5,206801,206801,6,-0.03481766,0.1942777,0.121503651666667,0.263,"chloro1+(A17-2)[1], leaf1+(DZA-3)[1], leaf1+(A17-4)[1], chloro.plast-(A17-24)[1], leaf.plast+(DZA-13)[1], shoot.plast+(DZA-13)[1]","Both"
"pSymB","CDO30_26100","NP_436669.1","GntR family transcriptional regulator",1,4,210022,210022,5,-0.3663695,0.4251786,0.3219916,0.058,"height1-(A17-4)[1], leaf1+(DZA-1)[1], leaf1-(A17-4)[1], nod+(DZA-1)[1], leaf.plast-(DZA-13)[1]","Both"
"pSymB","CDO30_26105","NP_436670.1","dehydrogenase",1,1,211026,211026,1,0.1500368,0.1500368,0.1500368,0.361,"height1+(DZA-3)[1]","DZA only"
"pSymB","CDO30_26115","NP_436672.1","dehydrogenase",3,3,212113,213189,5,-0.4677497,0.2593238,0.22120904,0.1012,"leaf1-(A17-4)[1], nod.weight+(DZA-1)[1], nod.weight+(A17-2)[1], leaf.plast-(DZA-13)[1], leaf.plast-(A17-24)[1]","Both"
"pSymB","CDO30_26120","NP_436673.1","GTP-binding protein",3,3,214353,214865,5,-0.1067244,0.3160588,0.217980832,0.0932,"leaf1+(DZA-1)[2], nod+(DZA-1)[1], leaf.plast-(DZA-13)[2]","DZA only"
"pSymB","CDO30_26125","NP_436674.1","permease",2,3,215236,215351,4,-0.0888743,0.1858967,0.0843340775,0.275,"chloro1+(A17-2)[1], chloro.plast-(A17-24)[2], shoot.plast-(A17-24)[1]","A17 only"
"pSymB","CDO30_26130","NP_436675.1","aromatic acid decarboxylase",3,5,216650,217091,9,-0.4952752,0.3872386,0.241326916666667,0.176666666666667,"leaf1+(DZA-1)[1], leaf1-(A17-4)[3], shoot-(A17-4)[1], nod+(DZA-1)[1], leaf.plast-(DZA-13)[1], leaf.plast-(A17-24)[1], shoot.plast-(A17-24)[1]","Both"
"pSymB","CDO30_26135","NP_436676.1","UbiD family decarboxylase",4,5,217679,218117,7,-0.2746953,0.2127585,0.173465747142857,0.19,"height1-(DZA-1)[1], leaf1+(DZA-1)[1], shoot-(A17-4)[1], nod-(A17-2)[1], shoot.plast-(DZA-13)[1], shoot.plast-(A17-24)[2]","Both"
"pSymB","CDO30_26140","NP_436677.1","amidohydrolase",5,7,218912,219290,11,-0.3108831,0.1787552,0.152348453636364,0.292181818181818,"height1+(A17-2)[2], leaf1-(DZA-3)[1], nod+(A17-2)[2], nod.weight+(A17-4)[1], height.plast-(A17-24)[1], leaf.plast-(DZA-13)[1], shoot.plast-(A17-24)[3]","Both"
"pSymB","CDO30_26145","NP_436678.1","amidohydrolase",2,5,219938,220439,7,-0.3986489,-0.1085623,0.236572785714286,0.0865714285714286,"height1-(A17-4)[1], leaf1-(DZA-3)[1], leaf1-(A17-4)[1], shoot-(A17-4)[1], leaf.plast-(DZA-13)[1], leaf.plast-(A17-24)[1], shoot.plast-(A17-24)[1]","Both"
"pSymB","CDO30_26150","NP_436679.1","DUF2243 domain-containing protein",2,6,221070,221181,9,-0.338879,0.2289749,0.204425865555556,0.185,"leaf1-(A17-4)[1], shoot-(A17-4)[2], nod+(DZA-3)[1], nod.weight-(DZA-3)[2], leaf.plast-(DZA-13)[1], leaf.plast-(A17-24)[1], shoot.plast-(A17-24)[1]","Both"
"pSymB","CDO30_26155","NP_436680.1","dihydrodipicolinate synthase family protein",3,4,221756,221840,6,-0.345092,0.3671755,0.274392966666667,0.1085,"shoot-(A17-4)[1], nod+(DZA-3)[1], nod.weight-(DZA-1)[1], nod.weight-(A17-2)[1], nod.weight+(A17-4)[1], shoot.plast-(A17-24)[1]","Both"
"pSymB","CDO30_26160","NP_436681.1","ABC transporter ATP-binding protein",3,4,222516,223729,10,-0.4851041,0.4177615,0.32441735,0.0549,"leaf1+(DZA-1)[1], leaf1-(DZA-3)[1], leaf1+(DZA-3)[1], leaf1-(A17-4)[1], leaf1+(A17-4)[1], shoot-(A17-4)[1], nod.weight-(DZA-1)[1], nod.weight-(A17-2)[1], leaf.plast-(DZA-13)[1], leaf.plast-(A17-24)[1]","Both"
"pSymB","CDO30_26165","NP_436682.1","ABC transporter permease",1,2,224816,224816,2,0.3115319,0.3471591,0.3293455,0.079,"leaf1+(DZA-1)[1], nod+(DZA-1)[1]","DZA only"
"pSymB","CDO30_26170","NP_436683.1","ABC transporter permease",2,3,224968,225037,4,-0.4442038,0.2386682,0.33864,0.07225,"shoot-(DZA-1)[1], nod+(DZA-1)[1], nod.weight-(DZA-1)[1], nod.weight-(A17-2)[1]","Both"
"pSymB","CDO30_26175","NP_436684.1","peptide ABC transporter substrate-binding protein",2,5,226257,226574,6,-0.3721083,0.3905531,0.227593241666667,0.058,"leaf1+(DZA-1)[1], leaf1-(A17-4)[1], nod-(A17-4)[1], chloro.plast-(DZA-13)[1], height.plast-(DZA-13)[1], leaf.plast-(DZA-13)[1]","Both"
"pSymB","CDO30_26180","NP_436685.1","glycosyl hydrolase",2,2,228149,228708,2,0.2011656,0.262023,0.2315943,0.1435,"shoot+(A17-2)[1], nod+(DZA-3)[1]","Both"
"pSymB","CDO30_26185","NP_436686.1","4-hydroxythreonine-4-phosphate dehydrogenase 2",1,1,229109,229109,1,-0.0669815,-0.0669815,0.0669815,0.115,"height.plast-(DZA-13)[1]","DZA only"
"pSymB","CDO30_26195","NP_436688.1","FadR family transcriptional regulator",1,3,231718,231718,3,0.07470798,0.258658,0.15087256,0.141,"leaf1+(DZA-1)[1], leaf.plast+(A17-24)[1], shoot.plast+(A17-24)[1]","Both"
"pSymB","CDO30_26200","NP_436689.1","Hrp-dependent type III effector protein",2,3,232165,232295,4,-0.25934,0.08060434,0.116166025,0.131,"height1-(DZA-3)[1], height.plast-(DZA-13)[2], leaf.plast+(A17-24)[1]","Both"
"pSymB","CDO30_26265","NP_436701.1","hypothetical protein",1,3,247278,247278,4,-0.3159555,0.2948267,0.2676769,0.136,"leaf1-(A17-4)[1], shoot-(A17-4)[1], nod+(DZA-3)[1], nod+(A17-4)[1]","Both"
