"region","gene_ID","RefSeq_ID","ncbi_func","traits","lines","overlap"
"pSymB","gene-CDO30_26335","NP_436715.2","quinoprotein dehydrogenase-associated putative ABC transporter substrate-binding protein","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_26355","NP_436719.1","hypothetical protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_26360","NP_436720.1","hypothetical protein","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_26365","NP_436721.1","ABC transporter substrate-binding protein","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_26400","NP_436728.1","ribulose-phosphate 3-epimerase","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_26405","NP_436729.1","CbbX protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_26410","NP_436730.1","ribulose bisphosphate carboxylase small subunit","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_26420","NP_436732.1","fructose-bisphosphate aldolase","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_26435","NP_436735.1","fructose 1%2C6-bisphosphatase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_26445","NP_436737.1","pyrroloquinoline quinone precursor peptide PqqA","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_26495","NP_436747.1","NAD(P)-dependent oxidoreductase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_26565","NP_436759.1","phage holin family protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_26600","NP_436766.1","ABC transporter ATP-binding protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_26605","NP_436767.1","hypothetical protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_26625","NP_436770.1","glycosyltransferase","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_26640","NP_436773.1","glycosyl transferase","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_26645","NP_436774.1","CDP-paratose 2-epimerase","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_26650","NP_436775.1","UDP-glucose 4-epimerase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_26665","NP_436778.1","hypothetical protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_26670","NP_436779.1","inositol-3-phosphate synthase","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_26680","NP_436781.1","beta-xylosidase","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_26685","NP_436782.1","coenzyme F420 hydrogenase","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_26705","NP_436786.1","transcriptional regulator","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_26710","NP_436787.1","adenylate/guanylate cyclase domain-containing protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_26715","NP_436788.1","GntR family transcriptional regulator","shoot.plast","DZA, A17","plast_only"
"pSymB","gene-CDO30_26720","NP_436789.1","dihydrodipicolinate synthase family protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_26730","NP_436791.1","malate dehydrogenase","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_26735","NP_436792.1","aldehyde dehydrogenase (NADP(+))","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_26750","NP_436795.1","amino acid ABC transporter permease","shoot","DZA","trait_only"
"pSymB","gene-CDO30_26760","NP_436797.1","amino acid dehydrogenase","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_26765","NP_436798.1","hydroxyproline-2-epimerase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_26770","NP_436799.1","hypothetical protein","shoot","DZA, A17","trait_only"
"pSymB","gene-CDO30_26775","NP_436800.1","trans-3-hydroxy-L-proline dehydratase","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_26780","NP_436801.1","osmotically inducible protein C","shoot","DZA, A17","trait_only"
"pSymB","gene-CDO30_26785","NP_436802.1","MFS transporter","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_26790","NP_436803.1","hypothetical protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_26805","NP_436805.1","3-keto-5-aminohexanoate cleavage enzyme","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_26815","NP_436807.1","aspartate aminotransferase family protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_26830","NP_436810.1","NAD(P)/FAD-dependent oxidoreductase","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_26845","NP_436813.1","spermidine/putrescine ABC transporter permease","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_26860","NP_436816.1","NAD/NADP octopine/nopaline dehydrogenase","shoot.plast","DZA, A17","plast_only"
"pSymB","gene-CDO30_26870","NP_436818.1","S-adenosylhomocysteine deaminase","shoot","A17","trait_only"
"pSymB","gene-CDO30_26875","NP_436819.1","permease","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_26890","NP_436822.1","C4-dicarboxylate ABC transporter substrate-binding protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_26895","NP_436823.1","DUF2188 domain-containing protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_26930","NP_436830.1","adenylate/guanylate cyclase domain-containing protein","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_26960","NP_436838.1","dihydroxyacetone kinase subunit DhaK","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_26970","NP_436840.1","dihydroxyacetone kinase","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_26975","NP_436841.2","ABC transporter permease","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_27015","NP_436848.1","TRAP transporter small permease","shoot.plast","DZA, A17","plast_only"
"pSymB","gene-CDO30_27020","NP_436849.1","GntR family transcriptional regulator","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_27025","NP_436850.1","transcriptional regulator","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_27035","NP_436852.1","sugar ABC transporter permease","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_27050","NP_436855.1","trehalose utilization protein ThuA","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27065","WP_017264406.1","hypothetical protein","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_27070","NP_436858.1","sulfatase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_27075","NP_436859.2","transporter","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27085","WP_017264403.1","DUF2950 domain-containing protein","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_27095","NP_436860.1","formylglycine-generating enzyme family protein","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_27100","NP_436861.2","alpha/beta hydrolase","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_27105","NP_436862.1","hypothetical protein","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_27115","NP_436864.1","MFS transporter","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_27140","NP_436868.1","twin-arginine translocation pathway signal protein","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_27150","NP_436870.1","AraC family transcriptional regulator","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27160","NP_436872.1","efflux RND transporter periplasmic adaptor subunit","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_27175","NP_436875.1","D-ribose ABC transporter substrate-binding protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_27185","NP_436876.1","DUF2291 domain-containing protein","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_27195","NP_436878.1","ABC transporter permease","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_27200","NP_436879.1","gfo/Idh/MocA family oxidoreductase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_27205","NP_436880.1","hypothetical protein","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_27210","NP_436881.1","DUF3365 domain-containing protein","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_27215","NP_436882.1","hybrid sensor histidine kinase/response regulator","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_27225","NP_436884.1","adenylate cyclase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_27230","NP_436885.1","hypothetical protein","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_27235","NP_436886.1","hypothetical protein","shoot","A17","trait_only"
"pSymB","gene-CDO30_27240","NP_436887.1","ion transporter","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27245","NP_436888.1","inositol monophosphatase","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_27255","NP_436890.2","iron ABC transporter permease","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27260","NP_436891.1","iron ABC transporter substrate-binding protein","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_27265","NP_436892.1","LacI family transcriptional regulator","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_27285","NP_436896.1","ABC transporter ATP-binding protein","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_27305","NP_436900.1","TRAP transporter substrate-binding protein DctP","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_27315","NP_436902.1","RidA family protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_27325","NP_436904.1","NAD-dependent succinate-semialdehyde dehydrogenase","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_27330","NP_436905.1","aspartate aminotransferase family protein","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_27340","NP_436907.1","ABC transporter permease","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_27360","NP_436911.1","hypothetical protein","shoot.plast","DZA, A17","plast_only"
"pSymB","gene-CDO30_27375","NP_436914.1","NADPH:quinone reductase","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_27380","NP_436915.1","sensor domain-containing diguanylate cyclase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_27385","NP_437379.1","hypothetical protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_27395","NP_436917.1","Curdlan synthase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27405","NP_436919.1","ribulose 1%2C5-bisphosphate carboxylase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_27410","NP_436920.1","Hrp-dependent type III effector protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_27415","NP_436921.1","dehydrogenase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_27420","NP_436922.1","dehydrogenase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_27450","NP_436928.1","alcohol dehydrogenase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27460","NP_436930.1","aldehyde dehydrogenase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27510","NP_436941.1","oxidoreductase","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_27520","NP_436942.1","sn-glycerol-3-phosphate-binding periplasmic protein UgpB","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_27525","NP_436943.1","sn-glycerol 3-phosphate ABC transporter permease","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_27530","NP_436944.1","sn-glycerol 3-phosphate ABC transporter permease","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_27555","NP_436949.1","aspartate aminotransferase family protein","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_27560","NP_436950.1","NAD-dependent succinate-semialdehyde dehydrogenase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27565","NP_436951.1","Lrp/AsnC family transcriptional regulator","shoot","A17","trait_only"
"pSymB","gene-CDO30_27570","YP_002824530.1","PLP-dependent aminotransferase family protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27575","NP_436953.1","ectoine/hydroxyectoine ABC transporter ATP-binding protein EhuA","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_27580","NP_436954.1","ectoine/hydroxyectoine ABC transporter substrate-binding protein EhuB","shoot","A17","trait_only"
"pSymB","gene-CDO30_27585","NP_436955.1","ectoine/hydroxyectoine ABC transporter permease subunit EhuC","shoot","DZA","trait_only"
"pSymB","gene-CDO30_27590","NP_436956.1","ectoine/hydroxyectoine ABC transporter permease subunit EhuD","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_27595","NP_436957.1","ectoine utilization protein EutA","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_27600","NP_436958.1","hydroxyectoine utilization dehydratase EutB","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27605","NP_436959.1","cyclodeaminase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27615","WP_003525897.1","N-alpha-acetyl diaminobutyric acid deacetylase DoeB","shoot","DZA, A17","trait_only"
"pSymB","gene-CDO30_27620","NP_436962.1","NarK/NasA family nitrate transporter","shoot","DZA","trait_only"
"pSymB","gene-CDO30_27625","NP_436963.1","FadR family transcriptional regulator","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_27640","NP_436966.1","TRAP transporter large permease","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_27645","NP_436967.1","L-idonate 5-dehydrogenase","shoot","A17","trait_only"
"pSymB","gene-CDO30_27650","NP_436968.1","mannonate dehydratase","shoot.plast","DZA, A17","plast_only"
"pSymB","gene-CDO30_27655","NP_436969.1","GGDEF-domain containing protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27680","NP_436974.1","hypothetical protein","shoot","A17","trait_only"
"pSymB","gene-CDO30_27685","NP_436975.1","gluconolactonase","shoot","A17","trait_only"
"pSymB","gene-CDO30_27710","NP_436980.1","NAD-dependent epimerase/dehydratase family protein","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_27715","NP_436981.1","UDP-glucose 4-epimerase GalE","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27720","NP_436982.1","N-acetylglucosaminyltransferase","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_27725","NP_436983.1","DUF995 domain-containing protein","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_27730","NP_436984.1","beta-mannosidase","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_27745","NP_436987.1","ROK family protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_27810","NP_436998.1","ABC transporter substrate-binding protein","shoot","A17","trait_only"
"pSymB","gene-CDO30_27815","NP_436999.1","ABC transporter permease","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_27820","NP_437000.1","peptide ABC transporter permease","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_27825","NP_437001.1","ABC transporter ATP-binding protein","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_27830","NP_437002.1","FadR family transcriptional regulator","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27835","NP_437003.1","N-acetylglutaminylglutamine amidotransferase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_27840","NP_437004.1","N-acetylglutaminylglutamine synthetase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_27845","NP_437005.1","transcriptional regulator","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27850","NP_437006.1","autoinducer 2 ABC transporter substrate-binding protein","shoot.plast","DZA, A17","plast_only"
"pSymB","gene-CDO30_27855","NP_437007.1","sugar ABC transporter ATP-binding protein","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_27860","NP_437008.1","ABC transporter permease","shoot","DZA","trait_only"
"pSymB","gene-CDO30_27865","NP_437009.1","ABC transporter permease","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_27875","NP_437011.1","carbohydrate kinase","shoot","DZA, A17","trait_only"
"pSymB","gene-CDO30_27885","YP_002122330.1","DUF899 domain-containing protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27900","NP_437015.1","3-ketoacyl-ACP reductase","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_27905","NP_437016.1","LysR family transcriptional regulator","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27915","NP_437017.1","hypothetical protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27925","NP_437018.1","GMC family oxidoreductase","shoot.plast","DZA, A17","plast_only"
"pSymB","gene-CDO30_27930","NP_437019.1","carbohydrate kinase","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_27940","NP_437021.1","glycerol-3-phosphate dehydrogenase/oxidase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_27945","NP_437022.1","aldo/keto reductase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27950","NP_437023.2","transcriptional regulator","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27955","NP_437024.1","ABC transporter permease","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27960","NP_437025.1","ribose import ATP-binding protein RbsA 2","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27965","YP_001312350.1","transporter","shoot","DZA, A17","trait_only"
"pSymB","gene-CDO30_27970","NP_437027.1","trifolitoxin immunity protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27975","NP_437028.1","L-arabinose ABC transporter permease AraH","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27980","NP_437029.1","arabinose import ATP-binding protein AraG","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_27985","NP_437030.1","arabinose ABC transporter substrate-binding protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_27990","NP_437031.1","FadR family transcriptional regulator","shoot","A17","trait_only"
"pSymB","gene-CDO30_28010","NP_437034.1","hypothetical protein","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_28015","NP_437035.1","chemotaxis protein CheB","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_28020","NP_437036.1","chemotaxis protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_28065","NP_437042.1","flavodoxin family protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_28135","NP_437053.1","sugar phosphate isomerase/epimerase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_28140","NP_437054.1","dehydrogenase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_28145","NP_437055.1","DUF2264 domain-containing protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_28150","NP_437056.1","LacI family transcriptional regulator","shoot","DZA, A17","trait_only"
"pSymB","gene-CDO30_28160","WP_013850968.1","hypothetical protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_28165","NP_437058.1","adenylate/guanylate cyclase domain-containing protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_28215","NP_437065.1","DUF982 domain-containing protein","shoot.plast","DZA, A17","plast_only"
"pSymB","gene-CDO30_28230","WP_015007763.1","GcrA cell cycle regulator","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_28250","WP_012115592.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_28260","NP_437070.1","DUF982 domain-containing protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_28285","NP_437074.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_28290","NP_437075.2","cobalt transporter","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_28305","WP_017272401.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_28320","NP_437079.1","copper chaperone","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_28325","YP_001313738.1","glycosyl transferase","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_28330","WP_003526551.1","nucleoside-diphosphate sugar epimerase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_28335","NP_437082.1","glycosyltransferase family 92 protein","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_28345","NP_437083.1","3-deoxy-manno-octulosonate cytidylyltransferase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_28350","NP_437084.1","membrane-anchored protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_28355","NP_437085.1","glycosyl transferase","shoot.plast","DZA, A17","plast_only"
"pSymB","gene-CDO30_28365","NP_437087.1","glycosyltransferase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_28370","YP_001313730.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_28375","NP_437089.1","KpsF/GutQ family sugar isomerase","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_28380","NP_437090.1","acyltransferase","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_28385","NP_437091.1","hypothetical protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_28395","NP_437093.2","ABC transporter ATP-binding protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_28400","NP_437094.1","hypothetical protein","shoot.plast","DZA, A17","plast_only"
"pSymB","gene-CDO30_28405","YP_001313723.1","membrane assembly protein AsmA","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_28410","NP_437097.1","LacI family transcriptional regulator","shoot","DZA","trait_only"
"pSymB","gene-CDO30_28415","NP_437098.2","fatty acid desaturase","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_28420","NP_437099.1","Rieske family ferredoxin","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_28425","NP_437100.1","ferredoxin reductase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_28430","NP_437101.1","3-methyl-2-oxobutanoate hydroxymethyltransferase","shoot","A17","trait_only"
"pSymB","gene-CDO30_28500","NP_437115.1","ABC transporter ATP-binding protein","shoot","DZA, A17","trait_only"
"pSymB","gene-CDO30_28505","YP_001313708.1","sugar ABC transporter","shoot","DZA","trait_only"
"pSymB","gene-CDO30_28510","NP_437117.1","cell surface protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_28645","NP_437143.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_28655","NP_437145.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_28660","WP_014526772.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_28675","NP_437147.1","transcriptional regulator","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_28680","NP_437148.1","hypothetical protein","shoot","DZA, A17","trait_only"
"pSymB","gene-CDO30_28690","NP_437150.1","ABC transporter permease","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_28695","NP_437151.1","ABC transporter permease","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_28730","NP_437156.1","DNA ligase D","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_28735","WP_017263565.1","hypothetical protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_28750","WP_014527326.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_28760","YP_001327357.1","hypothetical protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_28770","WP_015456643.1","hypothetical protein","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_28775","YP_001314018.1","hypothetical protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_28780","NP_437160.1","hypothetical protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_28785","NP_437161.1","hypothetical protein","shoot","DZA","trait_only"
"pSymB","gene-CDO30_28815","YP_001313568.1","acyl carrier protein","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_29020","NP_437206.1","Ti-type conjugative transfer relaxase TraA","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_29030","YP_001313706.1","CoA transferase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_29035","NP_437209.1","carbohydrate ABC transporter substrate-binding protein","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_29040","NP_437210.1","glycosyl hydrolase","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_29045","NP_437211.1","N-acetyltransferase","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_29050","NP_437212.1","LysR family transcriptional regulator","shoot","DZA, A17","trait_only"
"pSymB","gene-CDO30_29060","NP_437214.1","amino acid ABC transporter permease","shoot","A17","trait_only"
"pSymB","gene-CDO30_29065","NP_437215.2","amino acid ABC transporter ATP-binding protein","shoot","A17","trait_only"
"pSymB","gene-CDO30_29070","NP_437216.1","ABC transporter substrate-binding protein","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_29080","NP_437219.1","polysaccharide deacetylase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_29090","NP_437220.1","amidohydrolase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_29095","NP_437221.1","IclR family transcriptional regulator","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_29100","NP_437222.1","sugar ABC transporter substrate-binding protein","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_29105","NP_437223.2","sugar ABC transporter permease","shoot.plast","DZA","plast_only"
"pSymB","gene-CDO30_29110","NP_437224.1","carbohydrate ABC transporter permease","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_29115","NP_437225.1","ABC transporter ATP-binding protein","shoot","A17","trait_only"
"pSymB","gene-CDO30_29120","NP_437226.1","mandelate racemase","shoot.plast","DZA, A17","plast_only"
"pSymB","gene-CDO30_29130","NP_437228.1","gfo/Idh/MocA family oxidoreductase","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_29140","NP_437230.1","NAD(P)-dependent oxidoreductase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_29160","YP_001313261.1","two-component system response regulator","shoot, shoot.plast","A17, DZA","both_traits"
"pSymB","gene-CDO30_29165","NP_437235.1","antibiotic resistance protein","shoot, shoot.plast","DZA","both_traits"
"pSymB","gene-CDO30_29170","NP_437236.1","XRE family transcriptional regulator","shoot","A17, DZA","trait_only"
"pSymB","gene-CDO30_29180","NP_437238.2","gluconokinase","shoot","DZA, A17","trait_only"
"pSymB","gene-CDO30_29190","NP_437240.1","isovaleryl-CoA dehydrogenase","shoot","A17","trait_only"
"pSymB","gene-CDO30_29195","NP_437241.1","methylcrotonoyl-CoA carboxylase","shoot","DZA","trait_only"
"pSymB","gene-CDO30_29200","NP_437242.1","RidA family protein","shoot, shoot.plast","A17","both_traits"
"pSymB","gene-CDO30_29205","NP_437243.1","acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha","shoot, shoot.plast","DZA, A17","both_traits"
"pSymB","gene-CDO30_29215","NP_437245.1","enoyl-CoA hydratase","shoot.plast","A17","plast_only"
"pSymB","gene-CDO30_29225","NP_437247.1","hypothetical protein","shoot, shoot.plast","DZA, A17","both_traits"
